Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,AB/G,Age+,FG/G+,Approach+,Speed+,LD%+,HR/FB+,wRC+,5 Tool+,Hitter+,Est FB,AB,H,HR,R,RBI,SB,CS,BA,OBP,SLP,OPS,BABIP,BB%,K%,LD%,GB%,FB%,IFFB%,HR/FB%
Jalen Hairston,Available,CIN,Arizona Complex League,CPX,No,22.0,,11.0,11.0,3.0,89.1,158.2,93.8,65.5,22.4,252.4,137.0,86.3,89.6,10.0,33.0,10.0,4.0,10.0,14.0,0.0,2.0,0.303,0.41,0.667,1.077,0.3,0.128,0.231,0.045,0.455,0.5,0.182,0.364
Felix Colina,Not in Fantrax,TEX,Dominican Summer League,R,Yes,17.0,,22.0,4.3,2.6,103.7,57.4,44.6,65.9,62.2,60.8,72.0,86.3,79.4,20.0,58.0,14.0,1.0,13.0,5.0,1.0,1.0,0.241,0.333,0.362,0.695,0.295,0.076,0.197,0.114,0.432,0.455,0.25,0.05
Eric Yang,Available,CHC,International League,AAA,Yes,28.0,,33.0,4.1,3.0,93.5,61.3,58.5,34.9,89.8,64.1,68.0,86.3,91.0,21.3,99.0,22.0,2.0,14.0,12.0,0.0,0.0,0.222,0.336,0.293,0.629,0.339,0.125,0.333,0.213,0.426,0.361,0.227,0.091
Samuel Escudero,Available,PIT,Eastern League,AA,Yes,22.0,,21.0,1.9,2.4,106.9,30.9,48.7,21.4,70.4,68.5,8.0,86.3,83.5,11.7,51.0,6.0,1.0,3.0,5.0,0.0,0.0,0.118,0.211,0.176,0.387,0.139,0.053,0.246,0.162,0.514,0.324,0.333,0.083
Trevor Austin,Available,HOU,Pacific Coast League,AAA,Yes,24.0,,5.0,-1.0,2.2,111.6,-13.1,11.8,1.9,99.8,0.0,-75.0,86.3,82.9,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.083,0.0,0.083,0.583,0.25,0.25,0.5,0.0,0.0
Boston Baro,Available,NYM,Florida Complex League,CPX,No,21.0,,2.0,8.5,2.5,92.2,122.7,0.0,1.6,114.8,100.0,328.0,86.2,96.3,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.8,0.8,0.8,1.6,1.0,0.0,0.2,0.25,0.75,0.0,0.0,0.0
Zack Short,Available,NYM,International League,AAA,Yes,31.0,,61.0,4.7,2.8,84.4,69.8,107.5,51.3,89.0,46.5,81.0,86.2,94.7,60.0,170.0,38.0,4.0,19.0,24.0,3.0,3.0,0.224,0.332,0.353,0.685,0.281,0.144,0.238,0.211,0.293,0.496,0.262,0.066
Junior Tilien,Available,ATL,Midwest League,A+,Yes,23.0,,49.0,4.0,3.6,95.9,53.6,77.7,32.8,91.7,17.6,47.0,86.2,89.4,40.0,174.0,34.0,1.0,19.0,16.0,0.0,0.0,0.195,0.271,0.264,0.535,0.252,0.089,0.219,0.206,0.489,0.305,0.275,0.025
Devin Ortiz,Available,WSH,Southern League,AA,Yes,27.0,,32.0,4.3,3.1,87.7,62.9,81.0,83.0,67.6,85.9,30.0,86.2,88.0,22.4,100.0,12.0,3.0,15.0,15.0,2.0,2.0,0.12,0.231,0.22,0.451,0.132,0.111,0.265,0.157,0.514,0.329,0.217,0.13
Enderson Delgado,Available,DET,Midwest League,A+,Yes,21.0,,6.0,4.2,3.7,105.0,57.5,25.9,111.0,63.7,0.0,20.0,86.2,72.0,4.3,22.0,4.0,0.0,2.0,3.0,1.0,0.0,0.182,0.217,0.227,0.445,0.267,0.043,0.304,0.143,0.571,0.286,0.75,0.0
Charlie Muniz,Available,SF,Northwest League,A+,Yes,24.0,,4.0,4.8,3.8,93.5,66.6,31.6,52.5,62.5,167.6,13.0,86.2,88.3,3.4,15.0,1.0,1.0,2.0,3.0,0.0,0.0,0.067,0.176,0.267,0.443,0.0,0.118,0.471,0.143,0.286,0.571,0.0,0.25
Parker Chavers,Available,HOU,Pacific Coast League,AAA,Yes,27.0,,14.0,0.0,2.9,99.2,0.5,10.6,50.3,105.0,0.0,-51.0,86.2,84.6,3.0,40.0,3.0,0.0,3.0,1.0,0.0,0.0,0.075,0.119,0.075,0.194,0.158,0.048,0.5,0.263,0.579,0.158,0.0,0.0
Alessandro Duran,Available,SF,Dominican Summer League,R,Yes,20.0,,32.0,6.3,3.0,88.1,84.4,76.3,67.4,74.2,86.3,115.0,86.1,89.7,29.7,95.0,28.0,2.0,17.0,15.0,1.0,1.0,0.295,0.414,0.432,0.845,0.371,0.155,0.207,0.136,0.439,0.424,0.286,0.071
Chadwick Tromp,Available,LAD,International League,AAA,Yes,31.0,,30.0,4.8,3.2,84.4,71.5,93.9,41.0,87.7,81.0,65.0,86.1,96.0,25.3,95.0,19.0,3.0,11.0,14.0,0.0,1.0,0.2,0.28,0.347,0.628,0.229,0.103,0.215,0.208,0.431,0.361,0.346,0.115
Andrés Rivero,Not in Fantrax,SFG,Dominican Summer League,R,Yes,17.0,,30.0,3.8,2.5,103.7,50.8,41.2,39.8,89.5,0.0,39.0,86.1,82.7,23.8,76.0,14.0,0.0,12.0,13.0,0.0,0.0,0.184,0.289,0.237,0.526,0.246,0.089,0.233,0.164,0.418,0.418,0.304,0.0
Carlos Pacheco,Available,ATH,California League,A,No,21.0,,13.0,6.7,3.6,100.0,87.2,116.6,104.0,45.5,0.0,34.0,86.1,76.2,14.4,47.0,9.0,0.0,4.0,7.0,5.0,0.0,0.191,0.278,0.234,0.512,0.225,0.074,0.148,0.103,0.538,0.359,0.357,0.0
Oswaldo Linares,Available,SD,Midwest League,A+,No,23.0,,40.0,3.8,3.2,95.9,51.3,75.5,56.4,78.8,29.5,34.0,86.1,85.8,48.5,130.0,22.0,2.0,14.0,14.0,1.0,3.0,0.169,0.25,0.254,0.504,0.206,0.083,0.214,0.177,0.323,0.5,0.417,0.042
Dylan Grego,Available,SD,Midwest League,A+,No,22.0,,44.0,3.3,3.1,100.2,44.2,41.3,76.4,76.6,19.0,26.0,86.1,80.1,37.0,135.0,22.0,1.0,12.0,15.0,1.0,2.0,0.163,0.233,0.252,0.485,0.241,0.077,0.316,0.172,0.402,0.425,0.27,0.027
Deniel Ortiz,Available,STL,Florida Complex League,CPX,No,21.0,,2.0,12.5,3.0,92.2,180.5,100.0,105.4,65.7,0.0,145.0,86.0,81.3,2.0,6.0,3.0,0.0,1.0,1.0,2.0,0.0,0.5,0.429,0.667,1.095,0.429,0.0,0.0,0.143,0.571,0.286,0.0,0.0
Brayan Cota,Not in Fantrax,OAK,Dominican Summer League,R,Yes,19.0,,50.0,4.9,2.4,92.8,65.7,131.9,35.2,59.5,83.9,91.0,86.0,90.9,29.9,121.0,25.0,2.0,19.0,21.0,1.0,2.0,0.207,0.389,0.289,0.678,0.242,0.188,0.15,0.109,0.576,0.315,0.241,0.069
Trei Cruz,Available,DET,Florida State League,A,No,27.0,,5.0,3.6,3.0,77.5,51.7,157.5,7.3,115.8,0.0,87.0,86.0,105.4,4.0,15.0,3.0,0.0,1.0,1.0,0.0,0.0,0.2,0.368,0.267,0.635,0.273,0.211,0.211,0.273,0.364,0.364,0.0,0.0
Matt Suggs,Available,WSH,South Atlantic League,A+,Yes,26.0,,26.0,3.1,2.8,84.5,41.8,68.1,40.8,118.1,0.0,71.0,86.0,95.8,17.8,72.0,13.0,0.0,12.0,4.0,0.0,0.0,0.181,0.322,0.278,0.6,0.31,0.161,0.345,0.275,0.3,0.425,0.176,0.0
Nick Monile,Available,MIL,Carolina League,A,Yes,22.0,,25.0,5.2,2.5,92.2,75.5,66.1,110.0,42.5,119.9,65.0,86.0,80.7,7.0,62.0,7.0,1.0,20.0,6.0,7.0,2.0,0.113,0.345,0.177,0.523,0.2,0.235,0.365,0.1,0.667,0.233,0.143,0.143
Arxy Hernandez,Available,CHW,Carolina League,A,No,22.0,,31.0,5.0,3.7,92.2,72.8,37.9,12.0,106.2,67.1,60.0,86.0,94.6,25.3,114.0,27.0,2.0,8.0,18.0,0.0,0.0,0.237,0.276,0.333,0.61,0.294,0.049,0.236,0.25,0.452,0.298,0.32,0.08
Jhoander Irigoyen,Available,CHC,Carolina League,A,Yes,23.0,,20.0,4.5,3.6,88.2,64.8,94.4,34.4,104.5,0.0,58.0,86.0,94.1,22.8,72.0,16.0,0.0,9.0,7.0,0.0,0.0,0.222,0.287,0.264,0.551,0.271,0.088,0.175,0.246,0.368,0.386,0.364,0.0
Justice Bigbie,Available,DET,International League,AAA,Yes,27.0,,24.0,4.1,3.5,96.9,61.3,167.5,41.0,48.9,39.4,58.0,86.0,87.1,18.5,84.0,18.0,1.0,6.0,6.0,1.0,1.0,0.214,0.29,0.274,0.564,0.239,0.096,0.128,0.116,0.623,0.261,0.111,0.056
Sergio Tapia,Available,DET,Florida State League,A,Yes,23.0,,28.0,3.8,3.0,91.0,54.4,104.8,20.0,88.6,45.5,55.0,86.0,94.2,31.0,84.0,17.0,2.0,8.0,9.0,0.0,0.0,0.202,0.274,0.31,0.583,0.224,0.095,0.179,0.209,0.328,0.463,0.387,0.065
Geovanny Planchart,Available,TOR,Florida Complex League,CPX,No,24.0,,4.0,1.8,2.8,80.7,25.3,22.2,1.6,344.5,0.0,45.0,86.0,104.0,1.5,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.182,0.308,0.182,0.49,0.333,0.077,0.385,0.75,0.0,0.25,0.0,0.0
Tim Elko,Available,CHW,South Atlantic League,A+,No,27.0,,5.0,0.5,4.0,81.4,6.7,17.9,1.8,161.0,0.0,27.0,86.0,103.5,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15,0.227,0.25,0.477,0.375,0.091,0.545,0.375,0.375,0.25,0.0,0.0
Danyer Cueva,Available,TEX,Carolina League,A,No,22.0,,3.0,0.3,3.3,92.2,4.8,0.0,1.7,141.4,0.0,6.0,86.0,96.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.333,0.0,0.4,0.333,0.5,0.167,1.0,0.0
Kaden Hopson,Available,LAA,Arizona Complex League,CPX,No,25.0,,9.0,6.1,1.4,78.4,87.9,1203.4,101.6,0.0,115.8,161.0,85.9,91.3,5.5,13.0,2.0,1.0,7.0,2.0,1.0,0.0,0.154,0.522,0.462,0.983,0.091,0.304,0.043,0.0,0.5,0.5,0.0,0.167
Jordan Rich,Available,CHW,Arizona Complex League,CPX,Yes,19.0,,28.0,5.9,3.1,103.2,84.3,142.8,108.1,28.3,0.0,59.0,85.9,73.3,30.0,86.0,20.0,0.0,16.0,6.0,10.0,3.0,0.233,0.34,0.256,0.596,0.286,0.119,0.158,0.057,0.514,0.429,0.2,0.0
Tristin English,Available,ATL,International League,AAA,Yes,29.0,,17.0,2.8,2.9,90.3,42.2,52.3,82.0,79.7,54.2,29.0,85.9,85.8,13.0,49.0,8.0,1.0,5.0,4.0,1.0,1.0,0.163,0.236,0.245,0.481,0.189,0.055,0.218,0.189,0.459,0.351,0.154,0.077
Cardell Thibodeaux,Available,ATL,Arizona Complex League,CPX,Yes,22.0,,14.0,6.5,2.9,89.1,93.0,160.1,68.8,66.1,0.0,99.0,85.8,88.4,12.4,41.0,10.0,0.0,5.0,6.0,4.0,3.0,0.244,0.392,0.366,0.758,0.323,0.196,0.196,0.133,0.467,0.4,0.083,0.0
Ryan Nicholson,Available,LAA,Northwest League,A+,No,25.0,,82.0,6.0,3.7,89.7,83.9,68.8,30.3,89.2,78.5,91.0,85.8,93.3,74.8,305.0,78.0,9.0,36.0,46.0,0.0,1.0,0.256,0.318,0.4,0.718,0.321,0.085,0.251,0.204,0.448,0.348,0.156,0.117
Mikel Nieblas,Not in Fantrax,CIN,Dominican Summer League,R,Yes,17.0,,13.0,5.0,3.0,103.7,67.4,71.2,39.8,78.0,0.0,80.0,85.8,82.2,9.3,39.0,9.0,0.0,8.0,4.0,0.0,0.0,0.231,0.362,0.333,0.695,0.31,0.149,0.213,0.143,0.536,0.321,0.333,0.0
Angel Alvarez,Not in Fantrax,PIT,Dominican Summer League,R,Yes,17.0,,28.0,2.2,2.1,103.7,29.6,32.2,72.0,78.0,0.0,69.0,85.8,77.7,17.5,59.0,11.0,0.0,12.0,1.0,2.0,4.0,0.186,0.351,0.237,0.589,0.306,0.108,0.311,0.143,0.371,0.486,0.235,0.0
Gabriel Rosado,Available,DET,Florida Complex League,CPX,Yes,20.0,,21.0,3.2,1.9,96.8,45.7,41.9,38.9,76.7,92.8,66.0,85.8,87.2,8.0,40.0,8.0,1.0,7.0,7.0,0.0,0.0,0.2,0.312,0.325,0.637,0.292,0.125,0.333,0.167,0.5,0.333,0.375,0.125
Luis Urías,Available,TOR,Arizona Complex League,CPX,No,29.0,,5.0,4.6,3.2,67.6,66.2,47.5,42.6,165.4,0.0,60.0,85.8,107.0,6.0,16.0,4.0,0.0,3.0,2.0,0.0,0.0,0.25,0.333,0.25,0.583,0.333,0.056,0.222,0.333,0.167,0.5,0.167,0.0
Richer Mata,Available,KC,Dominican Summer League,R,Yes,18.0,,43.0,4.8,2.6,97.9,63.6,39.8,81.2,63.3,74.2,46.0,85.8,80.6,31.5,112.0,17.0,2.0,18.0,20.0,4.0,0.0,0.152,0.301,0.259,0.56,0.227,0.172,0.338,0.116,0.406,0.478,0.364,0.061
Amauri Ramirez,Available,HOU,Dominican Summer League,R,Yes,19.0,,41.0,4.1,2.7,92.8,55.3,54.3,70.5,93.3,0.0,44.0,85.8,85.6,31.1,109.0,17.0,0.0,14.0,20.0,1.0,1.0,0.156,0.314,0.202,0.516,0.227,0.153,0.263,0.171,0.414,0.414,0.172,0.0
Kyle McCann,Available,COL,Pacific Coast League,AAA,Yes,28.0,,32.0,4.1,3.5,95.7,53.3,26.4,27.1,72.7,151.7,33.0,85.8,89.7,13.4,112.0,21.0,3.0,11.0,15.0,0.0,0.0,0.188,0.276,0.286,0.561,0.286,0.071,0.37,0.182,0.606,0.212,0.286,0.214
Jack Moroknek,Available,WSH,South Atlantic League,A+,Yes,23.0,,41.0,3.5,3.5,95.5,46.5,49.5,60.3,66.5,98.0,31.0,85.8,85.1,25.1,142.0,20.0,4.0,12.0,14.0,2.0,0.0,0.141,0.237,0.239,0.477,0.198,0.113,0.356,0.155,0.536,0.31,0.154,0.154
Manuel Almeida,Available,SEA,Arizona Complex League,CPX,Yes,18.0,,30.0,2.5,3.2,108.9,36.2,45.4,39.3,65.6,38.8,14.0,85.8,78.6,18.4,96.0,11.0,1.0,12.0,7.0,0.0,0.0,0.115,0.234,0.177,0.411,0.185,0.126,0.369,0.132,0.528,0.34,0.278,0.056
Austin Gomber,Available,DET,International League,AAA,Yes,32.0,,14.0,0.0,0.0,81.8,0.0,100.0,2.1,100.0,100.0,-100.0,85.8,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
Lucas Sims,Available,CHW,International League,AAA,Yes,32.0,,15.0,0.0,0.0,81.8,0.0,100.0,2.1,100.0,100.0,-100.0,85.8,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
Edgardo Villegas,Available,TOR,Florida Complex League,CPX,Yes,23.0,,11.0,3.7,2.1,84.2,53.8,91.7,84.3,91.9,0.0,107.0,85.7,89.4,6.8,23.0,5.0,0.0,3.0,2.0,1.0,0.0,0.217,0.4,0.348,0.748,0.294,0.133,0.2,0.2,0.4,0.4,0.0,0.0
Francisco Coronado,Available,TEX,Dominican Summer League,R,Yes,17.0,,20.0,3.8,2.5,103.7,50.8,68.3,59.8,70.4,0.0,82.0,85.7,79.2,8.5,51.0,10.0,0.0,5.0,4.0,2.0,0.0,0.196,0.397,0.235,0.632,0.303,0.221,0.265,0.129,0.613,0.258,0.25,0.0
P.J. Higgins,Available,CIN,International League,AAA,Yes,33.0,,60.0,4.0,3.3,79.3,59.3,151.8,41.0,95.7,12.0,66.0,85.7,98.9,59.4,198.0,44.0,1.0,21.0,14.0,1.0,2.0,0.222,0.319,0.283,0.602,0.262,0.109,0.153,0.227,0.411,0.362,0.271,0.017
Jawel Garcia,Available,WSH,Dominican Summer League,R,Yes,17.0,,23.0,3.5,2.1,103.7,46.2,31.8,125.7,56.2,0.0,34.0,85.7,70.1,10.2,48.0,8.0,0.0,13.0,6.0,3.0,2.0,0.167,0.293,0.208,0.501,0.242,0.086,0.276,0.103,0.586,0.31,0.111,0.0
Jesus Ortega,Not in Fantrax,KCR,Dominican Summer League,R,Yes,18.0,,11.0,6.2,3.2,97.9,83.3,144.9,99.6,40.4,0.0,33.0,85.7,77.7,12.9,35.0,5.0,0.0,10.0,2.0,4.0,1.0,0.143,0.302,0.143,0.445,0.172,0.182,0.136,0.074,0.481,0.444,0.333,0.0
Jonathan Vastine,Available,SD,Midwest League,A+,Yes,23.0,,31.0,3.0,3.3,95.9,40.2,17.5,96.5,45.4,156.1,22.0,85.7,79.6,16.9,102.0,15.0,4.0,12.0,7.0,2.0,0.0,0.147,0.202,0.294,0.496,0.239,0.063,0.468,0.102,0.531,0.367,0.167,0.222
Jose Perez,Available,TBR,South Atlantic League,A+,Yes,22.0,,22.0,2.3,3.0,99.9,31.1,79.7,46.1,79.8,0.0,16.0,85.7,83.9,16.4,67.0,8.0,0.0,11.0,2.0,0.0,0.0,0.119,0.244,0.149,0.393,0.182,0.141,0.295,0.186,0.442,0.372,0.125,0.0
Mitch Myers,Available,ATH,Midwest League,A+,Yes,27.0,,20.0,0.0,0.0,81.7,0.0,100.0,1.8,100.0,100.0,-100.0,85.7,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
Joe Corbett,Available,MIL,Southern League,AA,Yes,29.0,,5.0,0.0,0.0,81.6,0.0,100.0,1.8,100.0,100.0,-100.0,85.7,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
Reed Trimble,Available,BAL,Carolina League,A,No,26.0,,2.0,10.5,2.0,78.0,152.0,256.2,1.7,0.0,838.2,252.0,85.6,105.1,0.7,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.25,0.5,1.0,1.5,0.0,0.333,0.167,0.0,0.667,0.333,0.0,1.0
Luis Quesada,Available,HOU,Florida Complex League,CPX,Yes,21.0,,40.0,5.0,2.4,92.2,71.8,71.5,48.7,68.9,101.0,105.0,85.6,88.7,22.0,97.0,23.0,3.0,23.0,16.0,0.0,2.0,0.237,0.392,0.371,0.763,0.333,0.192,0.288,0.15,0.483,0.367,0.273,0.136
Jason Matthews,Available,CHW,International League,AAA,Yes,29.0,,56.0,3.6,2.4,90.3,53.9,69.8,57.4,77.6,72.5,76.0,85.6,88.8,28.3,137.0,30.0,3.0,19.0,15.0,2.0,4.0,0.219,0.345,0.321,0.667,0.318,0.125,0.298,0.184,0.483,0.333,0.379,0.103
Yeiker Reyes,Available,COL,Arizona Complex League,CPX,No,20.0,,21.0,5.0,2.5,98.0,72.3,127.0,80.3,53.6,0.0,67.0,85.6,80.3,13.3,53.0,11.0,0.0,12.0,7.0,2.0,1.0,0.208,0.354,0.245,0.599,0.289,0.176,0.221,0.108,0.541,0.351,0.308,0.0
C.J. Pittaro,Available,ATH,Midwest League,A+,Yes,24.0,,85.0,4.9,3.4,91.9,66.0,166.3,27.3,69.5,16.2,55.0,85.6,91.9,42.9,293.0,64.0,1.0,27.0,35.0,1.0,3.0,0.218,0.341,0.249,0.59,0.266,0.141,0.164,0.156,0.662,0.181,0.14,0.023
Sam Haggerty,Available,CIN,International League,AAA,Yes,32.0,,28.0,3.2,3.1,81.8,48.5,72.2,61.5,97.0,54.2,54.0,85.6,94.1,12.8,88.0,18.0,1.0,9.0,5.0,2.0,2.0,0.205,0.293,0.273,0.566,0.283,0.111,0.273,0.23,0.557,0.213,0.077,0.077
Jhonayker Ugarte,Available,KC,Carolina League,A,Yes,19.0,,15.0,3.5,3.6,106.8,51.1,62.9,60.2,65.4,0.0,23.0,85.6,76.9,10.2,54.0,9.0,0.0,8.0,5.0,0.0,1.0,0.167,0.25,0.185,0.435,0.225,0.082,0.23,0.154,0.59,0.256,0.4,0.0
Jacob Reimer,Third Degree Burnes (MINORS),NYM,Florida Complex League,CPX,No,22.0,,3.0,9.0,2.3,88.0,130.0,288.7,1.6,0.0,185.7,243.0,85.5,98.0,3.3,7.0,3.0,1.0,1.0,2.0,0.0,0.0,0.429,0.6,0.857,1.457,0.4,0.2,0.1,0.0,0.333,0.667,0.5,0.25
Eduardo Herrera,Available,CHW,Arizona Complex League,CPX,Yes,19.0,,30.0,3.5,2.7,103.2,50.3,33.3,32.8,74.0,69.3,82.0,85.5,83.1,19.6,82.0,22.0,2.0,6.0,10.0,1.0,4.0,0.268,0.341,0.415,0.755,0.435,0.088,0.374,0.149,0.426,0.426,0.2,0.1
Isay Veras,Available,TOR,Dominican Summer League,R,Yes,18.0,,53.0,4.9,2.9,97.9,65.2,122.5,30.6,50.2,88.8,80.0,85.5,87.0,53.6,152.0,30.0,4.0,21.0,16.0,1.0,1.0,0.197,0.358,0.309,0.667,0.222,0.194,0.162,0.092,0.45,0.458,0.364,0.073
Cal Stark,Available,TEX,Carolina League,A,No,23.0,,20.0,4.2,3.1,88.2,60.8,38.1,94.6,82.4,52.8,75.0,85.5,84.9,15.5,63.0,12.0,1.0,9.0,6.0,2.0,0.0,0.19,0.307,0.317,0.624,0.314,0.107,0.373,0.194,0.361,0.444,0.125,0.063
Jhosman Theran,Available,LAD,Dominican Summer League,R,Yes,18.0,,39.0,4.5,2.3,97.9,60.3,53.8,96.5,70.9,0.0,75.0,85.5,77.7,20.1,90.0,19.0,0.0,23.0,6.0,9.0,2.0,0.211,0.377,0.244,0.622,0.333,0.183,0.287,0.13,0.519,0.352,0.474,0.0
Dario Laverde,Available,LAA,Northwest League,A+,Yes,21.0,,2.0,1.5,1.5,106.8,21.0,245.7,2.0,0.0,100.0,75.0,85.5,85.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4,0.2,0.0,0.5,0.5,0.0,0.0
Jack Costello,Available,SD,Texas League,AA,Yes,25.0,,18.0,5.5,4.1,95.4,75.3,21.2,72.0,82.4,52.7,62.0,85.5,83.0,23.6,73.0,18.0,2.0,5.0,8.0,2.0,0.0,0.247,0.257,0.356,0.613,0.271,0.013,0.16,0.2,0.4,0.4,0.208,0.083
Henniel Alcala,Available,CHC,Carolina League,A,Yes,20.0,,9.0,5.5,3.3,101.4,79.6,41.1,44.7,63.7,93.0,56.0,85.5,82.6,8.6,30.0,6.0,1.0,5.0,6.0,0.0,0.0,0.2,0.265,0.3,0.565,0.263,0.088,0.324,0.15,0.4,0.45,0.333,0.111
Ronald Terrero,Available,BAL,Dominican Summer League,R,Yes,18.0,,37.0,3.3,2.4,97.9,43.5,75.7,82.7,69.3,0.0,47.0,85.5,79.7,18.0,89.0,17.0,0.0,17.0,4.0,3.0,1.0,0.191,0.301,0.258,0.559,0.239,0.115,0.173,0.127,0.619,0.254,0.0,0.0
Yorvis Salazar,Not in Fantrax,BAL,Dominican Summer League,R,Yes,17.0,,10.0,3.5,2.7,103.7,46.8,31.4,127.2,54.6,0.0,21.0,85.5,69.5,5.0,27.0,5.0,0.0,3.0,2.0,2.0,1.0,0.185,0.241,0.259,0.501,0.25,0.069,0.241,0.1,0.65,0.25,0.2,0.0
Evan Carter,Daddy Yankee (MINORS),TEX,Texas League,AA,Yes,23.0,,1.0,18.5,2.0,103.7,253.2,100.0,1.8,0.0,635.2,632.0,85.4,86.9,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.5,3.5,1.0,0.333,0.0,0.0,0.5,0.5,0.0,1.0
Bryce Eblin,Available,CHW,South Atlantic League,A+,Yes,24.0,,43.0,5.6,3.0,91.6,74.6,82.9,109.9,51.9,59.8,81.0,85.4,80.2,31.3,129.0,26.0,3.0,25.0,20.0,3.0,2.0,0.202,0.327,0.333,0.66,0.258,0.108,0.248,0.121,0.527,0.352,0.094,0.094
Samuel Gonzalez,Available,OAK,Arizona Complex League,CPX,Yes,19.0,,34.0,4.4,2.5,103.2,62.8,102.8,116.3,25.3,38.8,67.0,85.4,71.3,18.3,85.0,18.0,1.0,13.0,8.0,5.0,1.0,0.212,0.346,0.306,0.652,0.283,0.152,0.238,0.051,0.644,0.305,0.0,0.056
Marwin Rivero,Available,KC,Dominican Summer League,R,Yes,19.0,,29.0,5.8,2.4,92.8,77.2,68.0,96.5,76.4,0.0,55.0,85.4,81.3,20.2,70.0,17.0,0.0,11.0,14.0,7.0,1.0,0.243,0.325,0.3,0.625,0.304,0.108,0.181,0.14,0.5,0.36,0.222,0.0
Marcus Brown,Available,HOU,Texas League,AA,No,24.0,,22.0,2.3,3.0,99.4,31.7,32.3,103.3,72.1,0.0,28.0,85.4,75.7,10.0,67.0,11.0,0.0,5.0,5.0,1.0,1.0,0.164,0.243,0.224,0.467,0.275,0.068,0.365,0.175,0.575,0.25,0.4,0.0
Josi Novas,Available,KC,Carolina League,A,Yes,21.0,,25.0,1.8,2.4,96.6,26.3,24.4,91.1,66.2,69.6,8.0,85.4,79.4,12.4,60.0,8.0,1.0,5.0,4.0,2.0,0.0,0.133,0.197,0.217,0.414,0.212,0.076,0.409,0.156,0.469,0.375,0.417,0.083
Max Anderson,Third Degree Burnes (MINORS),DET,Florida State League,A,No,24.0,,5.0,9.6,2.6,87.2,138.0,85.2,94.4,0.0,467.3,167.0,85.3,85.2,2.4,13.0,4.0,2.0,3.0,4.0,1.0,0.0,0.308,0.375,0.769,1.144,0.25,0.125,0.25,0.0,0.7,0.3,0.0,0.667
Victor Leal,Available,MIN,Florida Complex League,CPX,No,19.0,,32.0,4.9,2.7,101.9,70.2,149.9,50.3,48.7,0.0,101.0,85.3,81.2,33.0,85.0,20.0,0.0,11.0,10.0,2.0,1.0,0.235,0.394,0.318,0.712,0.294,0.182,0.164,0.106,0.409,0.485,0.094,0.0
Emdys Rosillo,Available,CIN,Dominican Summer League,R,Yes,19.0,,26.0,4.4,3.1,92.8,58.6,124.6,59.8,71.5,0.0,62.0,85.3,86.2,23.6,81.0,21.0,0.0,13.0,5.0,0.0,0.0,0.259,0.337,0.309,0.646,0.292,0.109,0.109,0.131,0.541,0.328,0.15,0.0
Bryant Ciriaco,Not in Fantrax,CHC,Dominican Summer League,R,Yes,18.0,,43.0,4.2,2.9,97.9,55.7,35.5,53.6,72.6,76.6,51.0,85.3,83.5,34.6,125.0,18.0,2.0,15.0,18.0,3.0,1.0,0.144,0.318,0.224,0.542,0.246,0.185,0.369,0.133,0.333,0.533,0.313,0.063
Roniel Paulino,Not in Fantrax,MIL,Dominican Summer League,R,Yes,18.0,,13.0,5.7,3.7,97.9,76.6,31.9,39.8,100.4,0.0,45.0,85.3,85.4,12.6,48.0,12.0,0.0,7.0,8.0,0.0,0.0,0.25,0.28,0.312,0.593,0.3,0.04,0.16,0.184,0.5,0.316,0.417,0.0
Gabriel Flores,Not in Fantrax,PHI,Eastern League,AA,Yes,18.0,,1.0,0.0,1.0,130.7,0.0,100.0,1.9,0.0,100.0,-100.0,85.3,68.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Angel Castillo,Available,TB,Florida Complex League,CPX,Yes,24.0,,4.0,0.0,0.0,80.7,0.0,100.0,1.6,100.0,100.0,-100.0,85.3,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
