Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitching Score_Previous_League,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Zac Leigh,Available,CHC,International League,AAA,Yes,28.0,,25.0,7.5,1.5,97.0,69.7,93.3,105.4,4.92,104.0,115.11915273232542,101.7,36.3,3.0,2.0,6.69,0.0,0.0,36.3,44.0,1.68,0.344,0.143,0.262,0.119,0.755,0.204,0.418,0.378,0.216,0.108
Max Kranick,Available,WSH,International League,AAA,Yes,28.0,,3.0,8.9,1.6,97.0,82.5,98.0,104.7,5.63,103.9,104.94988197989083,101.6,6.0,0.0,0.0,5.79,0.0,0.0,4.7,5.0,1.93,0.438,0.083,0.208,0.125,0.75,0.25,0.375,0.375,0.333,0.0
Andrew Moore,Available,PIT,Pacific Coast League,AAA,Yes,26.0,,10.0,6.7,1.5,104.7,67.9,-26.3,111.7,7.46,97.6,121.63170498305352,101.6,12.7,0.0,0.0,6.14,0.0,0.0,14.7,17.0,2.11,0.297,0.25,0.224,-0.026,0.79,0.184,0.474,0.342,0.308,0.077
Ethan Bosacker,Available,KC,International League,AAA,Yes,25.0,,26.0,8.6,1.9,108.7,79.5,25.9,102.0,6.27,94.3,95.53359633343112,101.6,59.3,4.0,1.0,6.04,4.0,0.0,50.7,40.0,1.62,0.273,0.134,0.167,0.033,0.731,0.218,0.397,0.385,0.233,0.133
Jean Cabrera,Available,PHI,International League,AAA,Yes,24.0,,7.0,11.0,4.0,113.2,102.1,5.5,100.0,6.08,90.5,92.7545227642076,101.6,28.0,1.0,2.0,9.32,7.0,0.0,28.0,21.0,2.11,0.379,0.143,0.15,0.007,0.716,0.253,0.453,0.295,0.179,0.107
Jose Atencio,Available,LAA,Pacific Coast League,AAA,Yes,24.0,,3.0,6.2,1.8,113.4,62.3,77.9,91.5,5.38,90.4,89.06904713528533,101.6,5.3,0.0,1.0,6.75,0.0,0.0,5.3,5.0,1.88,0.389,0.115,0.192,0.077,0.647,0.353,0.353,0.294,0.0,0.0
Hudson Leach,Available,HOU,Pacific Coast League,AAA,Yes,24.0,,14.0,2.6,0.9,113.4,26.1,-124.4,114.8,9.24,90.4,101.27036896855677,101.6,7.2,0.0,0.0,10.66,0.0,0.0,12.7,10.0,2.45,0.316,0.26,0.137,-0.123,0.811,0.189,0.622,0.189,0.286,0.0
Jared Johnson,Available,ATH,Pacific Coast League,AAA,Yes,25.0,,6.0,8.1,1.7,108.9,81.6,-109.2,117.2,7.98,94.0,92.00230034843212,101.5,10.3,1.0,1.0,1.8,0.0,0.0,10.0,5.0,1.8,0.267,0.217,0.109,-0.108,0.828,0.172,0.483,0.345,0.2,0.0
Ryan Magdic,Available,ATH,Pacific Coast League,AAA,Yes,26.0,,8.0,15.8,5.0,104.7,159.4,114.3,95.3,5.45,97.3,101.77637274108642,101.4,46.9,1.0,2.0,6.81,8.0,0.0,39.7,27.0,1.69,0.355,0.032,0.145,0.113,0.673,0.245,0.415,0.34,0.28,0.24
Dominic Niman,Available,TB,International League,AAA,Yes,25.0,,1.0,14.8,1.0,108.7,136.5,0.0,104.7,5.33,94.1,93.10064374463524,101.4,1.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.75,0.25,0.5,0.25,0.0,0.0
Nick Jones,Available,LAA,Pacific Coast League,AAA,Yes,27.0,,2.0,1.1,1.3,100.8,11.4,112.3,99.0,8.7,100.4,104.24143217507232,101.3,4.5,0.0,1.0,23.62,0.0,0.0,2.7,4.0,2.62,0.444,0.111,0.222,0.111,0.7,0.2,0.3,0.5,0.0,0.2
Luke Little,Available,KC,International League,AAA,Yes,25.0,,27.0,7.5,1.2,108.7,69.3,14.1,102.7,6.64,93.8,100.90608597690787,101.2,26.0,5.0,1.0,7.99,0.0,1.0,32.7,37.0,2.05,0.356,0.201,0.219,0.018,0.736,0.241,0.46,0.299,0.231,0.077
Carlos Hernández,Available,CLE,International League,AAA,Yes,29.0,,12.0,9.1,1.1,93.7,84.1,178.8,97.8,3.99,105.9,93.17816155812784,101.1,12.1,0.0,1.0,5.4,0.0,2.0,13.3,20.0,1.35,0.269,0.123,0.351,0.228,0.7,0.167,0.367,0.467,0.286,0.286
Cade Povich,Available,BAL,International League,AAA,Yes,26.0,,12.0,21.8,4.6,104.5,201.6,132.5,92.7,4.41,96.9,112.55622967712938,101.0,54.5,2.0,5.0,6.47,12.0,0.0,55.7,63.0,1.47,0.308,0.085,0.254,0.169,0.664,0.234,0.392,0.373,0.237,0.271
Sean Hunley,Available,DET,International League,AAA,Yes,26.0,,1.0,15.8,3.0,104.5,145.7,56.4,101.5,7.43,96.9,84.51793599680443,101.0,6.4,1.0,0.0,9.0,0.0,0.0,3.0,2.0,1.67,0.3,0.071,0.143,0.072,0.727,0.182,0.182,0.636,0.0,0.143
Shane Smith,Available,CHW,International League,AAA,Yes,26.0,,16.0,14.3,3.1,104.5,132.0,51.7,101.9,5.6,96.8,108.37272402735792,101.0,29.8,2.0,2.0,6.06,12.0,0.0,49.0,51.0,1.57,0.304,0.157,0.223,0.066,0.73,0.246,0.516,0.238,0.1,0.1
Garrett Hawkins,Available,SD,Pacific Coast League,AAA,Yes,26.0,,22.0,5.7,1.2,104.7,57.6,-32.4,111.3,7.13,96.6,107.82231864018648,100.9,27.0,1.0,0.0,5.61,0.0,0.0,25.7,23.0,1.79,0.243,0.221,0.189,-0.032,0.786,0.186,0.429,0.386,0.222,0.074
Javen Coleman,Available,TOR,International League,AAA,Yes,24.0,,12.0,4.9,0.9,113.2,44.9,101.9,87.8,5.21,89.6,115.98051383507236,100.9,14.2,1.0,1.0,9.53,0.0,1.0,11.3,13.0,1.85,0.394,0.111,0.241,0.13,0.629,0.314,0.257,0.429,0.267,0.133
Marc Church,Available,TEX,Pacific Coast League,AAA,Yes,25.0,,28.0,5.4,1.0,108.9,54.4,83.9,93.7,5.69,92.9,86.9464235443743,100.8,28.3,3.0,2.0,7.31,0.0,0.0,28.3,34.0,2.15,0.429,0.153,0.236,0.083,0.662,0.301,0.361,0.337,0.179,0.107
Mason Olson,Available,TOR,International League,AAA,Yes,24.0,,2.0,19.2,3.2,113.2,178.1,54.1,93.0,6.28,89.3,99.66081530352892,100.8,7.5,1.0,0.0,2.84,0.0,0.0,6.3,6.0,1.58,0.294,0.138,0.207,0.069,0.667,0.278,0.278,0.444,0.0,0.125
Yorman Gómez,Available,CLE,International League,AAA,Yes,23.0,,13.0,17.0,4.3,118.1,157.1,71.3,86.3,5.71,85.2,112.98373116239556,100.7,66.3,1.0,5.0,6.99,13.0,0.0,55.3,56.0,1.68,0.29,0.131,0.222,0.091,0.618,0.272,0.272,0.457,0.176,0.243
Rob Zastryzny,Available,MIL,International League,AAA,Yes,34.0,,8.0,7.2,0.8,79.9,66.8,163.9,111.7,3.67,116.5,97.8665504179228,100.6,5.0,0.0,0.0,0.0,1.0,0.0,6.7,7.0,0.75,0.2,0.083,0.292,0.209,0.8,0.2,0.467,0.333,0.8,0.0
Tyler Uberstine,Available,ATL,International League,AAA,Yes,27.0,,25.0,11.6,1.7,100.6,107.5,142.7,94.4,4.36,99.4,119.20816267521288,100.6,40.5,1.0,2.0,3.12,2.0,3.0,43.3,47.0,1.02,0.245,0.085,0.267,0.182,0.677,0.294,0.324,0.382,0.205,0.077
Juaron Watts-Brown,Available,BAL,International League,AAA,Yes,24.0,,7.0,14.7,3.6,113.2,135.8,29.8,95.5,6.64,89.0,100.53543044107788,100.6,29.5,1.0,2.0,8.88,4.0,0.0,25.3,30.0,2.17,0.343,0.188,0.226,0.038,0.684,0.237,0.342,0.421,0.094,0.188
Jose Espada,Available,BAL,International League,AAA,Yes,29.0,,37.0,9.7,1.2,93.7,89.4,88.6,107.1,5.22,105.0,62.608190635964405,100.5,48.8,4.0,1.0,2.8,0.0,7.0,45.0,46.0,1.33,0.256,0.123,0.236,0.113,0.767,0.183,0.4,0.417,0.16,0.12
Cameron Cotter,Available,CIN,International League,AAA,Yes,27.0,,12.0,6.2,1.2,100.6,57.1,84.7,100.8,4.3,99.2,96.8871395814668,100.4,13.3,0.0,1.0,5.52,0.0,1.0,14.7,12.0,1.77,0.345,0.054,0.162,0.108,0.722,0.222,0.537,0.241,0.231,0.231
Gerrit Cole,Je suis Charlie Morton (ACTIVE),NYY,International League,AAA,Yes,35.0,,1.0,30.2,5.3,77.6,279.9,178.8,111.7,3.52,118.0,101.89772857187316,100.3,5.0,0.0,0.0,1.69,1.0,0.0,5.3,6.0,1.31,0.4,0.045,0.273,0.228,0.8,0.2,0.467,0.333,0.2,0.0
Hunter Parks,Available,CIN,International League,AAA,Yes,25.0,,36.0,8.5,1.0,108.7,78.7,91.7,92.1,4.78,92.3,123.12483372007746,100.2,25.5,2.0,2.0,8.15,0.0,9.0,35.3,50.0,1.92,0.373,0.174,0.291,0.117,0.659,0.261,0.432,0.307,0.111,0.259
Chen Zhong-Ao Zhuang,Available,ATH,Pacific Coast League,AAA,Yes,25.0,,15.0,12.0,4.0,108.9,121.5,49.6,96.6,6.49,92.0,102.0348470894431,100.2,80.1,2.0,5.0,7.84,12.0,0.0,59.7,42.0,1.78,0.309,0.099,0.148,0.049,0.683,0.231,0.356,0.413,0.198,0.209
Nick Pivetta,Daddy Yankee (ACTIVE),SD,Pacific Coast League,AAA,Yes,33.0,,1.0,33.2,4.3,82.5,335.8,404.5,80.8,3.0,113.8,84.72424729160267,100.1,4.0,0.0,0.0,0.0,1.0,0.0,4.3,7.0,0.69,0.286,0.067,0.467,0.4,0.571,0.429,0.0,0.571,0.0,0.0
Julio Rodriguez,Ben the Hen (ACTIVE),HOU,Pacific Coast League,AAA,Yes,26.0,,9.0,4.8,0.9,104.7,48.8,-43.5,111.2,8.99,95.4,118.12734299937564,100.1,6.9,0.0,0.0,6.75,0.0,0.0,8.0,12.0,2.25,0.25,0.304,0.261,-0.043,0.786,0.214,0.357,0.429,0.333,0.0
Aidan Anderson,Available,CHW,Pacific Coast League,AAA,Yes,29.0,,23.0,6.2,1.5,93.9,63.0,47.5,110.8,5.91,104.2,114.29984448873071,100.0,35.6,1.0,1.0,4.19,0.0,0.0,34.3,20.0,1.34,0.273,0.088,0.135,0.047,0.783,0.189,0.486,0.324,0.222,0.083
Joey Mancini,Available,HOU,Pacific Coast League,AAA,Yes,26.0,,15.0,6.8,2.0,104.7,68.3,88.0,95.8,5.76,95.2,105.25394118500904,100.0,26.4,1.0,3.0,10.31,2.0,0.0,29.7,31.0,1.96,0.385,0.12,0.207,0.087,0.677,0.269,0.441,0.29,0.074,0.185
Johnathan Harmon,Available,CIN,International League,AAA,Yes,25.0,,5.0,13.2,3.6,108.7,121.7,0.0,102.2,6.43,91.9,99.69088330775256,100.0,18.6,1.0,1.0,7.5,3.0,0.0,18.0,15.0,2.06,0.364,0.17,0.17,0.0,0.732,0.232,0.429,0.339,0.0,0.105
Chris Clark,Available,TB,International League,AAA,Yes,24.0,,4.0,12.8,2.4,113.2,118.0,139.6,81.9,3.77,88.2,96.463933745944,100.0,7.2,1.0,1.0,7.45,0.0,0.0,9.7,12.0,1.66,0.346,0.089,0.267,0.178,0.587,0.31,0.414,0.276,0.125,0.375
Peter Strzelecki,Available,STL,International League,AAA,Yes,31.0,,29.0,8.1,1.1,87.6,74.5,187.4,100.4,3.63,109.1,148.5008118889492,99.9,27.3,0.0,1.0,4.06,1.0,4.0,31.0,37.0,1.16,0.325,0.046,0.285,0.239,0.719,0.232,0.427,0.341,0.143,0.143
Zach Peek,Available,NYM,International League,AAA,Yes,28.0,,8.0,9.5,1.8,97.0,87.9,174.1,93.1,4.15,101.4,99.76370534703534,99.9,15.4,0.0,1.0,5.79,3.0,1.0,14.0,17.0,1.57,0.395,0.048,0.27,0.222,0.667,0.238,0.357,0.405,0.235,0.235
Gerald Ogando,Available,BAL,International League,AAA,Yes,25.0,,20.0,6.1,1.2,108.7,56.8,0.0,102.1,6.45,91.8,118.67158660708674,99.9,24.2,1.0,1.0,6.12,0.0,0.0,25.0,25.0,1.8,0.262,0.21,0.21,0.0,0.731,0.224,0.403,0.373,0.24,0.12
Fisher Jameson,Available,COL,Pacific Coast League,AAA,Yes,23.0,,2.0,9.0,3.8,118.4,90.9,59.7,86.0,5.49,83.8,88.89714201944636,99.9,7.2,0.0,0.0,8.22,0.0,0.0,7.7,4.0,1.57,0.28,0.059,0.118,0.059,0.608,0.286,0.429,0.286,0.125,0.375
Brendan Cellucci,Available,TOR,International League,AAA,Yes,28.0,,44.0,7.7,1.1,97.0,70.9,112.1,100.0,3.75,101.3,156.05997905545416,99.8,24.2,6.0,2.0,3.26,0.0,1.0,49.7,51.0,1.31,0.301,0.108,0.251,0.143,0.717,0.236,0.567,0.197,0.24,0.24
Hayden Wesneski,Daddy Yankee (ACTIVE),HOU,Pacific Coast League,AAA,Yes,28.0,,3.0,26.0,4.3,97.2,262.6,256.9,83.1,2.82,101.0,111.5561486127564,99.8,6.0,0.0,0.0,2.77,3.0,0.0,13.0,17.0,1.23,0.353,0.055,0.309,0.254,0.588,0.382,0.441,0.176,0.333,0.167
A.J. Minter,Available,MIN,International League,AAA,Yes,32.0,,8.0,5.9,1.0,84.9,54.9,78.4,115.3,5.86,111.1,130.69425782116136,99.7,11.5,0.0,0.0,2.35,1.0,0.0,7.7,4.0,0.78,0.208,0.033,0.133,0.1,0.826,0.174,0.348,0.478,0.091,0.0
Quinn Priester,Cant Park Here (INJURED_RESERVE),MIL,International League,AAA,Yes,25.0,,5.0,0.2,1.7,108.7,1.9,-87.0,111.8,8.88,91.5,73.61466358741541,99.7,7.7,0.0,4.0,17.65,5.0,0.0,8.7,8.0,3.23,0.448,0.259,0.148,-0.111,0.801,0.167,0.567,0.267,0.375,0.125
Shane Murphy,Available,CHW,International League,AAA,Yes,25.0,,16.0,20.2,5.1,108.7,187.2,82.3,92.2,5.15,91.4,98.372586494685,99.7,85.3,5.0,3.0,5.67,13.0,0.0,81.0,59.0,1.44,0.292,0.062,0.167,0.105,0.66,0.248,0.401,0.351,0.12,0.261
Yaramil Hiraldo,Available,BAL,International League,AAA,Yes,30.0,,14.0,8.6,1.0,90.5,79.3,112.1,105.6,5.7,106.1,17.627246651171045,99.5,20.8,1.0,0.0,1.23,0.0,1.0,14.7,13.0,0.82,0.143,0.089,0.232,0.143,0.757,0.189,0.216,0.595,0.364,0.091
Patrick Halligan,Available,BOS,International League,AAA,Yes,26.0,,7.0,10.9,2.2,104.5,100.8,159.2,87.0,3.75,94.6,101.9331863783546,99.5,12.0,1.0,0.0,6.46,0.0,0.0,15.3,18.0,1.63,0.467,0.058,0.261,0.203,0.623,0.378,0.356,0.267,0.25,0.0
Cade Feeney,Not in Fantrax,BOS,International League,AAA,Yes,24.0,,2.0,3.0,2.5,113.2,27.8,-32.9,100.8,6.69,87.4,93.95218845348263,99.5,6.3,0.0,0.0,7.2,1.0,0.0,5.0,2.0,2.0,0.368,0.125,0.083,-0.042,0.722,0.278,0.389,0.333,0.0,0.0
Will Childers,Available,MIL,International League,AAA,Yes,25.0,,31.0,6.1,1.1,108.7,56.0,69.8,93.1,4.97,91.0,113.18284144322304,99.4,32.4,2.0,2.0,4.86,1.0,4.0,33.3,26.0,1.59,0.33,0.089,0.178,0.089,0.667,0.267,0.41,0.324,0.088,0.206
Ixan Henderson,Available,STL,International League,AAA,Yes,24.0,,1.0,13.0,4.7,113.2,120.3,-184.2,118.1,9.2,87.3,124.6330918679725,99.4,8.0,0.0,0.0,0.0,1.0,0.0,4.7,0.0,0.86,0.0,0.235,0.0,-0.235,0.846,0.154,0.231,0.615,0.25,0.0
Duncan Davitt,Available,SF,International League,AAA,Yes,26.0,,27.0,12.7,2.5,104.5,117.4,105.8,92.8,4.51,94.3,81.37638303482348,99.3,56.2,5.0,3.0,6.24,10.0,1.0,66.3,69.0,1.51,0.335,0.098,0.233,0.135,0.665,0.288,0.408,0.304,0.207,0.155
Ben Sears,Available,KC,International League,AAA,Yes,26.0,,39.0,8.7,1.7,104.5,80.3,79.2,95.8,4.96,94.3,102.84355818118148,99.3,61.7,6.0,2.0,4.03,10.0,0.0,67.0,56.0,1.39,0.298,0.094,0.195,0.101,0.686,0.268,0.409,0.323,0.266,0.141
Ryan Murphy,Available,STL,International League,AAA,Yes,26.0,,33.0,7.6,1.4,104.5,70.1,61.2,97.9,5.06,94.3,111.03626629094228,99.3,28.9,5.0,1.0,6.35,1.0,2.0,45.3,46.0,1.76,0.333,0.132,0.21,0.078,0.701,0.239,0.537,0.224,0.133,0.267
Jake Bloss,Available,TOR,International League,AAA,Yes,25.0,,5.0,7.3,3.9,108.7,68.0,34.5,97.0,5.65,90.8,110.45763143715952,99.3,20.1,0.0,3.0,8.69,5.0,0.0,19.7,10.0,1.68,0.318,0.067,0.111,0.044,0.695,0.217,0.478,0.304,0.143,0.286
Landon Sims,Available,ARI,Pacific Coast League,AAA,Yes,25.0,,22.0,4.6,1.2,108.9,46.9,17.2,98.8,6.42,90.6,91.58280729485529,99.3,31.7,1.0,1.0,5.27,0.0,0.0,27.3,17.0,1.57,0.318,0.126,0.143,0.017,0.698,0.289,0.337,0.373,0.226,0.032
Riley Cooper,Available,BAL,International League,AAA,Yes,24.0,,2.0,4.8,2.5,113.2,44.0,32.1,93.0,6.46,87.1,95.10889691377272,99.3,6.1,0.0,1.0,14.4,0.0,0.0,5.0,5.0,2.0,0.308,0.167,0.208,0.041,0.666,0.2,0.333,0.467,0.0,0.286
Gabriel Barbosa,Available,PHI,International League,AAA,Yes,24.0,,2.0,12.8,2.7,113.2,118.0,31.4,93.0,5.4,87.1,84.59962713959567,99.2,4.7,1.0,0.0,6.75,0.0,0.0,5.3,4.0,1.88,0.353,0.12,0.16,0.04,0.666,0.278,0.444,0.278,0.2,0.2
Sam Hentges,Available,SF,Pacific Coast League,AAA,Yes,29.0,,9.0,4.8,0.9,93.9,48.0,58.7,107.8,5.85,102.7,118.44324084445424,99.0,8.0,0.0,0.0,2.16,3.0,0.0,8.3,8.0,1.08,0.143,0.171,0.229,0.058,0.762,0.238,0.381,0.381,0.375,0.0
Michael Sansone,Not in Fantrax,BOS,International League,AAA,Yes,26.0,,11.0,17.6,4.7,104.5,163.0,65.1,96.8,5.44,93.7,105.5482491475614,98.9,54.6,2.0,5.0,5.96,10.0,0.0,51.3,40.0,1.34,0.245,0.102,0.185,0.083,0.694,0.22,0.387,0.393,0.271,0.22
Charlie Beilenson,Available,SEA,Pacific Coast League,AAA,Yes,26.0,,13.0,3.6,0.8,104.7,36.7,50.6,98.3,6.36,93.5,116.91928256524704,98.9,12.6,2.0,0.0,16.36,0.0,0.0,11.0,13.0,2.45,0.429,0.167,0.217,0.05,0.694,0.25,0.389,0.361,0.077,0.154
Ricky Castro,Available,MIN,International League,AAA,Yes,26.0,,19.0,14.1,2.5,104.5,130.3,127.0,89.5,4.65,93.5,90.9155190477097,98.8,51.7,3.0,3.0,5.77,11.0,0.0,48.3,60.0,1.61,0.341,0.108,0.27,0.162,0.641,0.276,0.313,0.41,0.127,0.2
Jarrod Cande,Available,COL,Pacific Coast League,AAA,Yes,26.0,,3.0,2.9,1.7,104.7,29.5,-34.4,107.9,8.12,93.4,86.54419849287217,98.8,7.6,0.0,0.0,12.6,0.0,0.0,5.0,4.0,3.4,0.55,0.167,0.133,-0.034,0.762,0.19,0.429,0.381,0.125,0.125
Victor Juarez,Available,COL,Pacific Coast League,AAA,Yes,23.0,,16.0,3.9,1.5,118.4,39.1,14.2,89.3,6.81,82.1,97.81798004317716,98.8,27.0,3.0,2.0,12.93,1.0,0.0,23.7,18.0,2.54,0.421,0.118,0.132,0.014,0.631,0.326,0.389,0.284,0.259,0.148
Nick Altermatt,Available,CHW,International League,AAA,Yes,26.0,,7.0,8.0,1.6,104.5,74.4,54.9,97.7,5.07,93.5,95.98717582067218,98.7,10.0,0.0,0.0,1.64,0.0,0.0,11.0,8.0,1.0,0.2,0.116,0.186,0.07,0.7,0.3,0.367,0.333,0.4,0.0
Jaxon Wiggins,Hand Foot Mouth Disease Guys (MINORS),CHC,International League,AAA,Yes,24.0,,15.0,9.3,2.1,113.2,86.1,52.5,89.6,5.54,86.2,109.20263532147982,98.7,27.0,0.0,3.0,7.26,7.0,0.0,31.0,39.0,1.87,0.333,0.193,0.26,0.067,0.642,0.321,0.333,0.346,0.25,0.107
Nate Peterson,Available,CIN,International League,AAA,Yes,26.0,,3.0,1.7,2.7,104.5,15.4,-101.9,115.6,9.66,93.3,95.1728151161617,98.6,9.3,0.0,1.0,13.5,2.0,0.0,8.0,4.0,2.5,0.296,0.217,0.087,-0.13,0.828,0.103,0.552,0.345,0.0,0.2
Magnus Ellerts,Available,CLE,International League,AAA,Yes,25.0,,1.0,4.8,0.7,108.7,44.0,261.1,69.8,0.5,89.8,91.53016724705326,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.5,0.5,0.0,0.333,0.333,0.5,0.5,0.5,0.0,0.0,0.0
Jake Walkinshaw,Available,MIA,International League,AAA,Yes,29.0,,30.0,6.0,1.1,93.7,55.1,123.9,99.7,4.11,102.1,37.95708889438122,98.5,24.3,1.0,2.0,4.68,0.0,0.0,32.7,36.0,1.32,0.318,0.101,0.259,0.158,0.714,0.262,0.452,0.286,0.208,0.083
Shinnosuke Ogasawara,Available,WSN,International League,AAA,Yes,28.0,,3.0,17.9,4.2,97.0,165.8,121.5,96.7,4.36,99.3,104.80203985346596,98.5,11.7,0.0,1.0,5.68,3.0,0.0,12.7,13.0,1.66,0.395,0.069,0.224,0.155,0.693,0.256,0.436,0.308,0.25,0.167
Marcus Johnson,Available,TB,International League,AAA,Yes,25.0,,3.0,12.2,4.4,108.7,112.6,0.0,99.7,5.87,89.7,99.15832604904595,98.5,13.4,0.0,0.0,5.4,3.0,0.0,13.3,6.0,1.65,0.298,0.098,0.098,0.0,0.714,0.245,0.469,0.286,0.143,0.143
Max Lazar,Available,PHI,International League,AAA,Yes,27.0,,27.0,9.1,1.2,100.6,83.9,117.6,93.6,4.02,96.2,112.1168929931532,98.4,23.6,5.0,1.0,4.41,0.0,2.0,32.7,38.0,1.44,0.31,0.11,0.26,0.15,0.671,0.282,0.447,0.271,0.261,0.174
Jordan Romano,Available,COL,Pacific Coast League,AAA,Yes,33.0,,9.0,6.9,1.0,82.5,69.3,297.3,90.0,4.04,111.0,94.93482831788847,98.3,11.4,0.0,1.0,4.15,0.0,1.0,8.7,10.0,0.58,0.095,0.0,0.294,0.294,0.636,0.227,0.227,0.545,0.25,0.25
Jhony Brito,Available,SD,Pacific Coast League,AAA,Yes,28.0,,11.0,16.4,3.8,97.2,165.9,104.2,98.1,4.65,98.8,107.41774374048023,98.3,33.0,2.0,1.0,2.98,10.0,0.0,42.3,27.0,1.25,0.291,0.051,0.154,0.103,0.694,0.269,0.485,0.246,0.212,0.152
Bryce Montes de Oca,Available,WSN,International League,AAA,Yes,30.0,,4.0,2.5,0.7,90.5,23.1,0.0,116.3,8.93,104.2,101.273722243179,98.2,2.5,0.0,0.0,10.12,0.0,0.0,2.7,3.0,1.5,0.0,0.214,0.214,0.0,0.834,0.0,0.5,0.5,0.333,0.333
Nate Pearson,Ben the Hen (ACTIVE),KC,Pacific Coast League,AAA,Yes,29.0,,6.0,5.6,1.1,93.9,56.8,0.0,113.2,6.89,101.5,83.42596504599103,98.2,5.3,0.0,0.0,2.7,1.0,0.0,6.7,8.0,1.65,0.188,0.242,0.242,0.0,0.8,0.2,0.467,0.333,0.0,0.0
Cole Henry,Available,WSH,International League,AAA,Yes,26.0,,22.0,6.7,1.0,104.5,62.3,142.7,86.7,5.24,92.7,163.9419987295689,98.2,30.1,2.0,1.0,6.43,1.0,2.0,21.0,19.0,1.24,0.313,0.022,0.204,0.182,0.621,0.318,0.212,0.47,0.29,0.129
Jake Garland,Available,ATH,Pacific Coast League,AAA,Yes,25.0,,12.0,10.9,2.7,108.9,109.8,39.4,94.4,5.28,89.1,107.16406628979722,98.2,22.8,3.0,0.0,5.34,2.0,0.0,32.0,21.0,1.81,0.336,0.097,0.136,0.039,0.667,0.289,0.509,0.202,0.043,0.217
Logan Mercado,Available,ARI,Pacific Coast League,AAA,Yes,24.0,,6.0,6.1,2.4,113.4,61.9,-14.2,96.2,6.92,85.3,103.6063799292713,98.2,15.4,0.0,1.0,9.42,2.0,0.0,14.3,9.0,2.02,0.354,0.143,0.129,-0.014,0.68,0.28,0.4,0.32,0.125,0.125
Justin King,Available,MIA,International League,AAA,Yes,28.0,,29.0,6.8,1.1,97.0,62.8,77.6,101.0,5.05,98.6,126.64005631877636,98.1,26.7,3.0,0.0,6.32,0.0,0.0,31.3,43.0,1.88,0.372,0.184,0.283,0.099,0.724,0.25,0.408,0.342,0.115,0.077
Landon Tomkins,Available,PIT,International League,AAA,Yes,26.0,,4.0,6.9,1.3,104.5,63.6,-29.8,106.4,4.78,92.5,93.08867569461918,98.1,1.0,1.0,0.0,5.06,0.0,0.0,5.3,2.0,1.88,0.333,0.115,0.077,-0.038,0.762,0.238,0.714,0.048,1.0,0.0
Shane Panzini,Available,KC,International League,AAA,Yes,24.0,,13.0,5.1,1.9,113.2,47.3,18.8,92.5,6.28,85.3,115.25089846984366,98.1,27.2,1.0,3.0,10.22,3.0,0.0,24.7,21.0,2.11,0.329,0.148,0.172,0.024,0.663,0.217,0.41,0.373,0.194,0.323
Edwin Díaz,Cant Park Here (INJURED_RESERVE),LAD,Pacific Coast League,AAA,Yes,32.0,,4.0,5.9,0.7,85.1,60.0,233.6,94.2,3.74,108.4,93.45262820842694,98.0,2.0,0.0,0.0,6.75,0.0,0.0,2.7,5.0,1.87,0.5,0.154,0.385,0.231,0.666,0.333,0.333,0.333,0.0,0.0
Jackson Rutledge,Available,WSN,International League,AAA,Yes,27.0,,20.0,5.7,1.0,100.6,52.6,25.9,103.5,5.96,95.7,132.2328542832863,98.0,22.6,1.0,1.0,3.98,0.0,1.0,20.3,14.0,1.43,0.262,0.124,0.157,0.033,0.742,0.226,0.403,0.371,0.13,0.087
Dustin Saenz,Available,TEX,Pacific Coast League,AAA,Yes,27.0,,6.0,7.1,1.4,100.8,71.5,0.0,106.2,6.52,95.4,102.43614217729191,98.0,10.0,2.0,0.0,7.27,0.0,0.0,8.7,5.0,1.38,0.214,0.128,0.128,0.0,0.75,0.214,0.429,0.357,0.0,0.1
Seth Lonsway,Available,SF,Pacific Coast League,AAA,Yes,27.0,,21.0,11.9,3.7,100.8,120.1,-8.1,107.1,6.03,95.3,116.5780869010732,98.0,53.8,1.0,5.0,5.91,17.0,1.0,77.7,48.0,1.82,0.315,0.139,0.131,-0.008,0.757,0.204,0.584,0.212,0.056,0.185
Max Carlson,Available,BOS,International League,AAA,Yes,24.0,,1.0,17.8,3.0,113.2,164.2,112.1,81.5,3.38,85.1,99.80050796909222,98.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,2.0,1.67,0.417,0.0,0.143,0.143,0.584,0.417,0.417,0.167,0.5,0.0
Hunter Stanley,Available,CLE,International League,AAA,Yes,28.0,,17.0,9.2,1.8,97.0,84.9,109.8,97.1,5.12,98.5,88.73682837975932,97.9,37.8,3.0,2.0,5.52,0.0,0.0,31.0,31.0,1.42,0.31,0.088,0.228,0.14,0.696,0.25,0.315,0.435,0.225,0.125
