Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitching Score_Previous_League,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Will Bednar,Available,SF,Pacific Coast League,AAA,Yes,26.0,,9.0,8.6,2.0,104.7,87.0,127.4,102.2,5.27,104.6,100.35317949277824,106.3,20.6,2.0,2.0,7.64,1.0,0.0,17.7,17.0,1.7,0.396,0.089,0.215,0.126,0.722,0.241,0.37,0.389,0.19,0.095
Jagger Haynes,Available,SD,Pacific Coast League,AAA,Yes,23.0,,8.0,13.1,3.9,118.4,131.9,60.7,96.7,5.44,93.2,105.01946750651916,106.2,22.0,0.0,4.0,6.61,8.0,0.0,31.3,27.0,1.72,0.347,0.122,0.182,0.06,0.684,0.296,0.48,0.224,0.091,0.091
Bryce Miller,Skrrt vs The World (ACTIVE),SEA,Pacific Coast League,AAA,Yes,27.0,,2.0,13.4,2.8,100.8,135.1,121.4,106.3,4.33,107.6,118.07779371341304,106.1,3.0,0.0,0.0,4.76,2.0,0.0,5.7,6.0,1.59,0.375,0.12,0.24,0.12,0.751,0.25,0.563,0.188,0.0,0.0
Yimi García,Available,TOR,International League,AAA,Yes,35.0,,4.0,4.9,0.8,77.6,45.1,130.9,127.0,5.04,126.6,120.6041716366829,106.0,5.0,1.0,0.0,10.8,0.0,0.0,3.3,5.0,2.4,0.545,0.111,0.278,0.167,0.91,0.091,0.455,0.455,0.2,0.0
Erik Miller,Available,BOS,Pacific Coast League,AAA,Yes,28.0,,1.0,5.8,1.0,97.2,58.1,252.8,94.4,1.94,110.4,159.36936781174091,106.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.333,0.0,0.25,0.25,0.667,0.333,0.667,0.0,0.0,0.0
Sam Carlson,Available,PHI,Pacific Coast League,AAA,Yes,27.0,,31.0,7.6,1.2,100.8,76.6,196.2,97.4,4.57,107.4,85.18274934487704,106.0,33.8,4.0,1.0,3.47,0.0,0.0,36.3,43.0,1.18,0.287,0.093,0.287,0.194,0.689,0.267,0.344,0.389,0.171,0.114
Kyle Carr,Available,NYY,International League,AAA,Yes,24.0,,6.0,13.9,3.2,113.2,128.4,77.6,99.3,4.87,97.1,106.54485734116142,106.0,15.6,0.0,2.0,5.68,5.0,0.0,19.0,19.0,1.84,0.333,0.11,0.209,0.099,0.711,0.169,0.542,0.288,0.294,0.412
Ryan Lambert,Available,NYM,International League,AAA,Yes,23.0,,24.0,7.1,0.9,118.1,65.8,51.7,97.7,6.47,93.2,129.34675237484157,106.0,25.4,3.0,1.0,6.35,0.0,0.0,22.7,30.0,1.72,0.277,0.217,0.283,0.066,0.7,0.24,0.22,0.54,0.37,0.111
Hunter Barco,Available,PIT,International League,AAA,Yes,25.0,,18.0,19.2,3.7,108.7,177.7,87.8,102.2,5.07,100.7,83.98412787068928,105.9,63.6,4.0,7.0,4.05,11.0,0.0,66.7,69.0,1.52,0.328,0.116,0.228,0.112,0.732,0.241,0.417,0.342,0.188,0.078
James Gonzalez,Available,ATH,Pacific Coast League,AAA,Yes,25.0,,28.0,9.6,1.9,108.9,96.8,72.8,103.5,5.51,100.4,98.277073424478,105.8,46.3,5.0,3.0,5.23,2.0,1.0,53.3,44.0,1.46,0.29,0.115,0.187,0.072,0.732,0.229,0.471,0.299,0.128,0.128
C.J. Culpepper,Available,MIN,International League,AAA,Yes,24.0,,33.0,8.7,1.6,113.2,80.3,82.3,98.4,4.71,96.9,100.12074249123188,105.8,36.4,2.0,2.0,4.56,1.0,1.0,53.3,55.0,1.46,0.293,0.127,0.232,0.105,0.705,0.247,0.493,0.26,0.184,0.184
Lazaro Estrada,Available,TOR,International League,AAA,Yes,27.0,,14.0,12.6,2.2,100.6,116.3,126.2,105.2,4.77,107.1,79.56960753662784,105.7,35.2,3.0,1.0,2.97,3.0,0.0,30.3,28.0,0.92,0.195,0.076,0.237,0.161,0.754,0.198,0.346,0.457,0.297,0.108
Michael Mercado,Available,PHI,International League,AAA,Yes,27.0,,33.0,9.1,1.5,100.6,84.5,78.4,110.5,5.05,107.0,110.21909615951488,105.6,51.9,4.0,4.0,4.74,0.0,3.0,49.3,50.0,1.66,0.333,0.116,0.216,0.1,0.792,0.165,0.482,0.353,0.224,0.122
Evan Shawver,Available,COL,Pacific Coast League,AAA,Yes,26.0,,22.0,11.0,2.0,104.7,111.2,106.2,103.4,4.85,103.6,102.54058978602754,105.6,34.7,2.0,3.0,2.47,3.0,0.0,43.7,39.0,1.44,0.318,0.1,0.205,0.105,0.731,0.246,0.485,0.269,0.2,0.086
Michael Darrell-Hicks,Available,PIT,International League,AAA,Yes,28.0,,35.0,7.3,1.1,97.0,67.6,90.9,112.3,5.33,109.8,89.37898780160796,105.5,39.2,1.0,0.0,3.72,1.0,3.0,38.7,44.0,1.32,0.25,0.152,0.268,0.116,0.804,0.152,0.402,0.446,0.317,0.098
Kohl Franklin,Available,CHC,International League,AAA,Yes,26.0,,6.0,16.4,3.9,104.5,151.9,80.0,106.3,4.79,103.5,88.93348589978994,105.4,21.3,0.0,1.0,4.24,5.0,0.0,23.3,20.0,1.29,0.262,0.102,0.204,0.102,0.761,0.194,0.478,0.328,0.091,0.136
Travis Adams,Available,MIN,International League,AAA,Yes,26.0,,6.0,8.0,1.2,104.5,74.4,43.1,110.6,5.21,103.5,162.79949041603183,105.4,6.0,3.0,0.0,9.0,0.0,0.0,7.0,7.0,2.14,0.417,0.139,0.194,0.055,0.792,0.208,0.542,0.25,0.333,0.0
Carlos Guzman,Available,NYM,International League,AAA,Yes,28.0,,5.0,9.8,1.9,97.0,91.1,101.9,110.7,5.29,109.5,106.36823926969976,105.3,11.6,1.0,0.0,8.68,0.0,0.0,9.3,11.0,1.82,0.308,0.109,0.239,0.13,0.793,0.069,0.483,0.448,0.077,0.308
Justin Campbell,Available,CLE,International League,AAA,Yes,25.0,,3.0,19.9,3.2,108.7,184.3,178.8,90.7,2.53,99.8,108.56112213692256,105.3,2.1,0.0,0.0,0.0,3.0,0.0,9.7,11.0,0.93,0.286,0.086,0.314,0.228,0.65,0.35,0.55,0.1,1.0,0.0
Jose Franco,Available,CIN,International League,AAA,Yes,25.0,,14.0,20.5,4.0,108.7,189.7,83.1,101.6,4.73,99.7,119.8324353135777,105.2,42.5,3.0,3.0,3.72,8.0,1.0,55.7,54.0,1.29,0.26,0.122,0.228,0.106,0.728,0.238,0.47,0.291,0.295,0.114
Carson Spiers,Available,CIN,International League,AAA,Yes,28.0,,2.0,26.6,5.2,97.0,246.4,187.4,100.5,3.8,109.2,96.605605616669,105.1,10.6,0.0,1.0,5.23,2.0,0.0,10.3,13.0,1.06,0.25,0.071,0.31,0.239,0.72,0.2,0.36,0.44,0.182,0.182
Luke Bell,Not in Fantrax,CHW,International League,AAA,Yes,25.0,,2.0,9.5,2.8,108.7,87.9,156.8,93.0,4.49,99.6,90.79507600940876,105.1,7.1,0.0,1.0,9.53,0.0,0.0,5.7,6.0,1.41,0.313,0.04,0.24,0.2,0.666,0.222,0.333,0.444,0.125,0.25
Ben Simon,Available,NYM,International League,AAA,Yes,24.0,,29.0,6.3,1.2,113.2,57.9,16.5,104.9,5.87,95.9,112.39837647193454,105.1,38.3,3.0,4.0,4.41,1.0,4.0,34.7,17.0,1.27,0.234,0.095,0.116,0.021,0.751,0.212,0.442,0.345,0.333,0.103
Trey McLoughlin,Available,HOU,Pacific Coast League,AAA,Yes,27.0,,23.0,8.4,1.6,100.8,85.1,121.4,104.3,4.82,105.9,99.6654182558188,105.0,28.3,2.0,1.0,3.5,0.0,0.0,36.0,37.0,1.25,0.261,0.127,0.247,0.12,0.737,0.242,0.451,0.308,0.179,0.071
Holden Powell,Available,WSH,International League,AAA,Yes,26.0,,3.0,14.7,2.3,104.5,135.7,115.3,101.5,4.85,102.8,101.48593694170464,105.0,9.4,1.0,1.0,2.57,0.0,0.0,7.0,8.0,1.71,0.391,0.088,0.235,0.147,0.727,0.273,0.318,0.409,0.111,0.0
Jonathan Santucci,Available,NYM,International League,AAA,Yes,23.0,,6.0,20.7,4.0,118.1,191.2,88.6,91.6,4.46,91.6,109.83432512773248,105.0,17.3,1.0,3.0,6.0,6.0,0.0,24.0,31.0,1.83,0.355,0.157,0.27,0.113,0.656,0.279,0.443,0.279,0.0,0.235
Dylan Ross,Available,NYM,International League,AAA,Yes,25.0,,40.0,6.8,1.0,108.7,63.3,63.5,103.3,4.97,99.2,110.263882792655,104.9,24.0,3.0,1.0,7.04,0.0,5.0,38.3,48.0,1.93,0.344,0.176,0.257,0.081,0.74,0.183,0.567,0.25,0.154,0.308
Cedric De Grandpre,Available,ATL,International League,AAA,Yes,24.0,,7.0,22.0,4.7,113.2,203.6,52.5,100.3,5.57,95.5,106.2748141349951,104.9,26.7,1.0,2.0,4.09,6.0,0.0,33.0,31.0,1.45,0.273,0.141,0.208,0.067,0.718,0.247,0.449,0.303,0.222,0.111
Karson Milbrandt,The Hot and Steamy Boys (MINORS),MIA,International League,AAA,Yes,22.0,,14.0,11.9,3.9,123.5,110.1,8.6,95.6,6.55,87.0,117.2099500513666,104.9,54.9,0.0,7.0,8.67,13.0,0.0,54.0,51.0,2.0,0.333,0.185,0.196,0.011,0.685,0.239,0.381,0.381,0.22,0.203
Jose Acuna,Available,CIN,International League,AAA,Yes,23.0,,11.0,13.2,3.7,118.1,122.0,17.2,99.6,6.69,91.4,99.38420945234436,104.8,56.1,1.0,5.0,6.42,10.0,0.0,40.7,34.0,1.77,0.302,0.16,0.182,0.022,0.713,0.23,0.287,0.484,0.288,0.119
Lucas Braun,Available,KC,International League,AAA,Yes,24.0,,16.0,20.9,4.5,113.2,193.7,63.5,98.7,5.44,95.2,102.1485370459974,104.7,77.1,8.0,4.0,4.6,15.0,0.0,72.3,54.0,1.38,0.276,0.088,0.169,0.081,0.707,0.245,0.406,0.349,0.225,0.138
Tanner Witt,Available,NYM,International League,AAA,Yes,23.0,,3.0,8.7,2.0,118.1,80.2,-75.3,109.7,8.33,90.9,62.54856265775318,104.5,6.4,0.0,0.0,4.5,0.0,0.0,6.0,6.0,2.0,0.2,0.29,0.194,-0.096,0.786,0.214,0.357,0.429,0.0,0.0
Joe Corbett,Available,MIL,International League,AAA,Yes,29.0,,5.0,7.8,1.2,93.7,71.7,78.4,115.0,5.46,110.9,100.46599281093496,104.4,7.0,1.0,0.0,6.0,0.0,0.0,6.0,8.0,2.17,0.471,0.167,0.267,0.1,0.824,0.176,0.412,0.412,0.286,0.0
Pete Hansen,Available,STL,International League,AAA,Yes,25.0,,23.0,18.8,4.0,108.7,174.4,98.8,98.4,4.64,98.5,134.28775419137003,104.4,86.1,4.0,4.0,4.56,18.0,0.0,92.7,86.0,1.4,0.312,0.086,0.212,0.126,0.705,0.255,0.425,0.32,0.193,0.125
Eric Reyzelman,Available,NYY,International League,AAA,Yes,25.0,,25.0,6.3,1.2,108.7,58.1,76.0,101.1,5.83,98.5,123.05288019372836,104.4,28.4,2.0,3.0,8.31,1.0,1.0,30.3,37.0,1.65,0.306,0.16,0.257,0.097,0.724,0.211,0.395,0.395,0.267,0.167
Seth Shuman,Available,SEA,Pacific Coast League,AAA,Yes,28.0,,11.0,9.8,1.2,97.2,99.4,77.9,111.5,4.89,107.8,84.98974104149822,104.3,6.0,2.0,0.0,2.08,0.0,2.0,13.0,11.0,1.15,0.242,0.135,0.212,0.077,0.788,0.212,0.606,0.182,0.5,0.0
Cameron Foster,Available,BAL,International League,AAA,Yes,27.0,,13.0,3.6,1.1,100.6,33.6,102.7,105.6,5.45,105.1,78.81391642415957,104.3,20.1,0.0,3.0,9.0,0.0,0.0,14.0,16.0,1.93,0.395,0.101,0.232,0.131,0.756,0.178,0.356,0.467,0.095,0.143
Carlos Peña,Available,DET,International League,AAA,Yes,27.0,,3.0,15.8,3.3,100.6,146.5,98.0,105.9,4.26,105.0,97.92405572905128,104.3,8.0,0.0,1.0,0.9,3.0,0.0,10.0,8.0,1.0,0.241,0.075,0.2,0.125,0.759,0.241,0.483,0.276,0.125,0.0
John Holobetz,Available,BOS,International League,AAA,Yes,23.0,,7.0,18.7,4.4,118.1,173.2,94.1,89.8,4.38,90.5,105.38687251060394,104.3,26.9,2.0,4.0,4.4,7.0,0.0,30.7,24.0,1.43,0.33,0.06,0.18,0.12,0.643,0.317,0.406,0.277,0.429,0.143
Evan Gates,Available,PHI,International League,AAA,Yes,28.0,,3.0,-1.4,1.2,97.0,-13.1,-94.1,131.4,11.31,107.9,92.62249918623658,104.2,7.5,0.0,1.0,19.64,0.0,0.0,3.7,2.0,3.55,0.438,0.2,0.08,-0.12,0.941,0.0,0.529,0.471,0.125,0.125
Richard Gallardo,Available,TOR,International League,AAA,Yes,24.0,,17.0,15.6,3.6,113.2,144.8,56.4,98.7,5.33,94.5,107.46372737908092,104.2,60.7,1.0,3.0,4.5,11.0,0.0,62.0,53.0,1.48,0.278,0.119,0.191,0.072,0.707,0.243,0.42,0.337,0.213,0.148
Luke Young,Available,WSH,International League,AAA,Yes,24.0,,23.0,6.9,1.1,113.2,63.5,0.0,105.1,6.37,94.4,113.4511534083677,104.2,30.6,4.0,2.0,3.86,0.0,1.0,25.7,17.0,1.75,0.325,0.147,0.147,0.0,0.753,0.222,0.395,0.383,0.258,0.065
Aaron Bummer,Available,KC,International League,AAA,Yes,32.0,,8.0,7.8,1.0,84.9,72.6,207.8,107.9,3.13,117.7,151.25462145000083,104.1,5.5,0.0,0.0,4.32,0.0,1.0,8.3,10.0,1.08,0.3,0.029,0.294,0.265,0.773,0.136,0.591,0.273,0.0,0.333
Blake Wehunt,Available,BOS,International League,AAA,Yes,25.0,,8.0,19.9,4.5,108.7,183.9,50.2,103.5,5.01,98.0,110.54642079672152,104.1,28.2,2.0,1.0,3.03,8.0,0.0,35.7,25.0,1.46,0.303,0.097,0.161,0.064,0.741,0.223,0.518,0.259,0.138,0.138
Eiberson Castellano,Available,COL,Pacific Coast League,AAA,Yes,25.0,,13.0,18.5,4.1,108.9,187.0,60.7,101.8,5.8,97.6,99.1183271919746,103.9,44.1,4.0,3.0,6.24,2.0,0.0,53.3,50.0,1.59,0.307,0.142,0.202,0.06,0.719,0.261,0.451,0.288,0.25,0.068
Cesar Perdomo,Available,SF,Pacific Coast League,AAA,Yes,24.0,,9.0,25.6,5.3,113.4,258.1,75.8,95.7,5.8,93.8,100.57662573348952,103.9,56.9,7.0,2.0,5.1,9.0,0.0,47.7,36.0,1.59,0.331,0.094,0.169,0.075,0.676,0.286,0.338,0.377,0.31,0.103
Kenny Serwa,Available,DET,International League,AAA,Yes,28.0,,1.0,30.5,6.0,97.0,282.2,107.4,107.5,4.83,107.2,97.95480749366035,103.8,5.5,0.0,0.0,3.0,1.0,0.0,6.0,6.0,1.0,0.167,0.136,0.273,0.137,0.77,0.154,0.385,0.462,0.5,0.167
Jace Beck,Available,MIA,International League,AAA,Yes,26.0,,9.0,18.5,3.6,104.5,170.9,132.5,97.5,4.93,101.1,102.17200880370146,103.8,42.1,1.0,1.0,5.29,7.0,0.0,32.3,35.0,1.45,0.337,0.077,0.246,0.169,0.699,0.237,0.29,0.473,0.159,0.136
Mason Adams,Available,COL,International League,AAA,Yes,26.0,,9.0,22.1,4.0,104.5,204.9,100.4,101.1,4.17,101.0,104.1280396093858,103.7,22.3,3.0,3.0,4.25,7.0,1.0,36.0,36.0,1.31,0.297,0.115,0.243,0.128,0.724,0.245,0.511,0.245,0.13,0.13
Chris Campos,Available,LAD,Pacific Coast League,AAA,Yes,25.0,,6.0,3.0,1.2,108.9,29.9,50.6,102.4,6.55,97.1,127.53229326769724,103.6,11.0,0.0,1.0,7.36,0.0,0.0,7.3,6.0,2.59,0.483,0.1,0.15,0.05,0.724,0.241,0.379,0.379,0.182,0.091
Hunter Patteson,Available,KC,International League,AAA,Yes,26.0,,3.0,19.1,4.4,104.5,176.6,50.2,106.4,5.62,100.6,94.7924087123447,103.5,16.0,0.0,1.0,2.7,2.0,0.0,13.3,11.0,1.73,0.333,0.113,0.177,0.064,0.762,0.19,0.429,0.381,0.125,0.125
Andrew Baker,Available,COL,Pacific Coast League,AAA,Yes,26.0,,24.0,8.0,1.3,104.7,80.6,122.4,97.9,5.04,100.4,100.6212070269582,103.5,24.1,4.0,3.0,5.17,2.0,0.0,31.3,42.0,1.79,0.359,0.161,0.282,0.121,0.692,0.259,0.432,0.309,0.2,0.16
Alejandro Hidalgo,Available,MIN,International League,AAA,Yes,23.0,,28.0,7.8,1.4,118.1,72.0,113.7,86.0,5.18,89.2,94.34268770306193,103.4,45.9,3.0,2.0,7.36,0.0,1.0,40.3,46.0,1.54,0.268,0.111,0.256,0.145,0.616,0.241,0.286,0.473,0.283,0.302
Austin Love,Available,STL,International League,AAA,Yes,27.0,,24.0,6.2,1.2,100.6,57.5,22.0,113.0,5.65,103.5,101.35705890607773,103.3,20.0,2.0,2.0,7.16,0.0,1.0,27.7,32.0,2.13,0.367,0.197,0.225,0.028,0.81,0.165,0.582,0.253,0.2,0.1
Jack Mahoney,Available,COL,Pacific Coast League,AAA,Yes,24.0,,6.0,16.7,4.4,113.4,168.7,64.7,96.0,5.71,93.0,112.18949265792874,103.3,23.2,0.0,1.0,5.47,6.0,0.0,26.3,23.0,1.78,0.346,0.12,0.184,0.064,0.678,0.274,0.44,0.286,0.167,0.167
Bailey Ober,Available,MIN,International League,AAA,Yes,30.0,,1.0,28.5,5.0,90.5,263.7,196.0,102.5,2.96,111.7,86.49173976170077,103.2,4.0,1.0,0.0,7.2,1.0,0.0,5.0,5.0,1.2,0.4,0.0,0.25,0.25,0.734,0.267,0.467,0.267,0.25,0.0
Yoniel Curet,Available,DET,International League,AAA,Yes,23.0,,9.0,5.1,1.0,118.1,47.3,-15.7,100.5,7.84,88.8,92.7834522336565,103.2,10.6,0.0,1.0,8.0,0.0,1.0,9.0,10.0,2.22,0.292,0.224,0.204,-0.02,0.72,0.2,0.36,0.44,0.455,0.182
Beau Philip,Available,TOR,International League,AAA,Yes,27.0,,8.0,7.5,1.0,100.6,69.1,20.4,112.9,6.91,103.3,85.85390125494783,103.1,10.0,1.0,0.0,2.25,0.0,0.0,8.0,9.0,1.88,0.333,0.205,0.231,0.026,0.809,0.19,0.333,0.476,0.0,0.0
Mason Vinyard,Available,MIA,International League,AAA,Yes,27.0,,22.0,6.8,1.2,100.6,63.2,32.9,111.3,5.96,103.1,102.72880370123794,103.0,31.6,4.0,0.0,4.67,0.0,1.0,27.0,20.0,1.37,0.231,0.127,0.169,0.042,0.797,0.152,0.443,0.405,0.219,0.125
Christian Herberholz,Available,BAL,International League,AAA,Yes,25.0,,12.0,15.5,3.9,108.7,143.6,66.6,99.7,5.1,96.4,100.57875688119908,103.0,47.0,1.0,3.0,5.21,9.0,0.0,46.7,39.0,1.61,0.312,0.1,0.185,0.085,0.714,0.218,0.449,0.333,0.122,0.204
Brandon White,Available,MIA,International League,AAA,Yes,26.0,,16.0,21.0,4.5,104.5,194.6,139.6,95.1,4.51,99.7,104.9331430862359,102.9,75.8,3.0,8.0,6.15,15.0,0.0,71.7,79.0,1.42,0.332,0.069,0.247,0.178,0.681,0.252,0.367,0.381,0.25,0.175
Morris Austin,Available,CHW,International League,AAA,Yes,26.0,,2.0,6.5,1.2,104.5,60.1,156.8,93.1,2.21,99.7,94.27873796626152,102.9,0.0,0.0,0.0,3.86,0.0,0.0,2.3,3.0,1.71,0.5,0.1,0.3,0.2,0.667,0.333,0.667,0.0,0.0,0.0
Jared Simpson,Available,WSH,International League,AAA,Yes,26.0,,11.0,10.8,1.7,104.5,99.5,145.8,94.2,3.28,99.5,101.73680608658252,102.8,7.2,0.0,1.0,2.84,7.0,0.0,19.0,25.0,1.21,0.273,0.123,0.309,0.186,0.675,0.302,0.535,0.163,0.429,0.143
Jared Lyons,Available,CIN,International League,AAA,Yes,25.0,,12.0,10.8,3.0,108.7,100.2,-10.2,108.2,5.89,96.1,102.47662870485078,102.8,28.2,2.0,5.0,5.0,5.0,0.0,36.0,24.0,1.78,0.306,0.159,0.146,-0.013,0.775,0.18,0.559,0.261,0.172,0.172
Connor Thomas,Available,KC,International League,AAA,Yes,28.0,,15.0,10.0,2.0,97.0,92.7,81.5,108.6,4.21,105.7,114.95250573138549,102.7,15.8,2.0,2.0,2.4,2.0,0.0,30.0,22.0,1.03,0.238,0.086,0.19,0.104,0.778,0.198,0.605,0.198,0.188,0.125
Anderson Pilar,Available,ATL,International League,AAA,Yes,28.0,,22.0,10.5,2.0,97.0,97.3,106.6,105.6,4.92,105.6,93.99414961793762,102.7,44.5,3.0,2.0,3.56,1.0,0.0,43.0,37.0,1.09,0.226,0.073,0.209,0.136,0.757,0.176,0.437,0.387,0.239,0.174
Drue Hackenberg,Available,ATL,International League,AAA,Yes,24.0,,12.0,19.5,4.3,113.2,180.4,71.3,94.3,4.99,92.2,103.13345829373644,102.7,44.5,2.0,2.0,6.06,8.0,0.0,52.0,54.0,1.73,0.367,0.132,0.223,0.091,0.676,0.304,0.399,0.297,0.182,0.068
Justin Meis,Available,PIT,International League,AAA,Yes,26.0,,36.0,7.3,1.5,104.5,67.4,26.7,107.6,6.51,99.2,122.17273950367677,102.6,70.5,0.0,1.0,4.73,1.0,1.0,53.3,45.0,1.44,0.238,0.159,0.193,0.034,0.771,0.189,0.318,0.493,0.274,0.082
Julian Aguiar,Available,CIN,International League,AAA,Yes,25.0,,11.0,17.1,3.9,108.7,157.9,55.7,100.4,5.46,95.9,102.0535192195312,102.6,39.3,2.0,5.0,6.23,11.0,0.0,43.3,43.0,1.59,0.284,0.146,0.217,0.071,0.719,0.223,0.438,0.339,0.171,0.171
Blake Adams,Available,COL,Pacific Coast League,AAA,Yes,25.0,,20.0,9.6,2.9,108.9,97.1,72.8,98.1,5.82,95.6,105.57985197601332,102.6,68.4,2.0,6.0,7.91,2.0,1.0,58.0,43.0,1.81,0.369,0.083,0.155,0.072,0.693,0.273,0.39,0.337,0.246,0.101
Peyton Alford,Available,SEA,Pacific Coast League,AAA,Yes,28.0,,30.0,8.4,1.3,97.2,84.7,123.4,103.2,4.79,105.1,128.29709325804424,102.5,26.3,2.0,1.0,3.76,1.0,1.0,38.3,44.0,1.38,0.256,0.146,0.268,0.122,0.73,0.208,0.5,0.292,0.179,0.214
Hans Crouse,Available,SD,International League,AAA,Yes,27.0,,24.0,7.3,1.1,100.6,67.3,118.4,100.6,4.03,102.4,118.15661764210276,102.5,18.0,3.0,2.0,4.44,0.0,2.0,26.3,29.0,1.29,0.279,0.106,0.257,0.151,0.721,0.235,0.5,0.265,0.389,0.167
Alaska Abney,Available,CLE,International League,AAA,Yes,26.0,,6.0,2.2,0.9,104.5,20.0,0.0,110.5,7.46,99.1,98.58424043165805,102.5,8.2,0.0,0.0,9.53,0.0,0.0,5.7,3.0,2.47,0.409,0.097,0.097,0.0,0.792,0.125,0.5,0.375,0.111,0.222
Chuck King,Available,PHI,International League,AAA,Yes,28.0,,22.0,24.2,5.1,97.0,223.8,93.3,106.6,4.71,105.1,100.24590320048664,102.4,105.0,9.0,7.0,4.1,21.0,0.0,112.0,92.0,1.21,0.274,0.076,0.195,0.119,0.764,0.205,0.474,0.32,0.17,0.094
Trace Bright,Available,BAL,International League,AAA,Yes,25.0,,18.0,15.5,4.4,108.7,143.0,78.4,97.3,5.83,95.5,97.05918079250496,102.4,105.1,1.0,10.0,7.81,17.0,0.0,78.3,75.0,1.72,0.339,0.108,0.208,0.1,0.697,0.22,0.311,0.469,0.186,0.177
Jake Curtis,Available,CHW,International League,AAA,Yes,24.0,,2.0,4.1,2.5,113.2,38.2,37.6,97.7,5.66,91.8,107.74123590703086,102.4,6.7,0.0,1.0,5.4,0.0,0.0,5.0,1.0,1.4,0.316,0.0,0.048,0.048,0.7,0.25,0.4,0.35,0.143,0.143
Cristian Javier,Available,HOU,Pacific Coast League,AAA,Yes,29.0,,4.0,24.1,4.2,93.9,243.6,184.1,99.1,5.38,107.6,2.980212424740984,102.3,19.9,1.0,0.0,3.18,4.0,0.0,17.0,18.0,1.06,0.263,0.091,0.273,0.182,0.7,0.25,0.225,0.525,0.286,0.095
Isaac Coffey,Available,BOS,International League,AAA,Yes,26.0,,5.0,17.8,3.5,104.5,164.7,132.5,94.9,4.8,98.8,87.41027195479323,102.3,22.1,0.0,1.0,4.08,5.0,0.0,17.7,20.0,1.36,0.313,0.091,0.26,0.169,0.68,0.28,0.26,0.46,0.217,0.087
John Means,Available,KC,International League,AAA,Yes,33.0,,1.0,15.0,3.0,82.3,138.8,196.0,108.5,3.94,117.0,110.07527470235986,102.2,3.6,0.0,0.0,3.0,1.0,0.0,3.0,3.0,1.33,0.375,0.0,0.25,0.25,0.777,0.111,0.444,0.444,0.25,0.25
Jared Kelley,Available,CHW,International League,AAA,Yes,24.0,,3.0,10.8,1.7,113.2,99.5,156.8,83.8,3.23,91.5,100.80284693047284,102.2,1.8,0.0,0.0,1.8,0.0,0.0,5.0,7.0,1.4,0.333,0.15,0.35,0.2,0.6,0.3,0.5,0.2,0.0,0.5
Dedniel Núñez,Available,NYM,International League,AAA,Yes,30.0,,8.0,5.7,1.1,90.5,52.9,87.0,113.1,5.12,110.1,130.30535403416107,102.1,8.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,1.0,0.19,0.139,0.25,0.111,0.81,0.19,0.429,0.381,0.25,0.0
Griff McGarry,Available,LAD,Pacific Coast League,AAA,Yes,27.0,,28.0,6.5,0.9,100.8,65.4,-16.2,115.1,7.16,101.5,115.67112917654543,102.1,13.4,2.0,0.0,7.03,0.0,2.0,24.3,36.0,2.26,0.326,0.302,0.286,-0.016,0.813,0.146,0.563,0.292,0.071,0.143
Jeremiah Estrada,Available,SD,Pacific Coast League,AAA,Yes,27.0,,4.0,4.7,0.7,100.8,47.3,0.0,113.2,8.05,101.5,145.70004140466716,102.1,4.0,0.0,0.0,0.0,0.0,0.0,2.7,4.0,1.87,0.2,0.308,0.308,0.0,0.8,0.2,0.0,0.8,0.25,0.0
Riley Gowens,Available,CHW,International League,AAA,Yes,26.0,,15.0,8.3,1.8,104.5,77.0,85.5,100.0,4.79,98.5,104.20036917860097,102.1,24.4,2.0,2.0,5.2,0.0,0.0,27.7,23.0,1.27,0.253,0.084,0.193,0.109,0.716,0.222,0.469,0.309,0.04,0.2
Jack Cebert,Available,WSH,International League,AAA,Yes,24.0,,2.0,13.6,3.5,113.2,126.1,20.4,99.0,6.18,91.1,95.9864039364904,102.0,7.6,0.0,1.0,3.86,2.0,0.0,7.0,6.0,2.14,0.385,0.132,0.158,0.026,0.709,0.292,0.417,0.292,0.286,0.0
Jonny Cuevas,Available,TB,International League,AAA,Yes,25.0,,8.0,8.9,1.9,108.7,82.7,40.8,100.7,5.75,94.7,99.7865240992891,101.8,13.4,1.0,1.0,7.63,1.0,0.0,15.3,18.0,1.96,0.317,0.182,0.234,0.052,0.721,0.209,0.465,0.326,0.286,0.214
Jonatan Bernal,Available,ARI,Pacific Coast League,AAA,Yes,24.0,,21.0,7.6,1.8,113.4,76.3,48.5,95.2,6.33,90.6,104.03147446365384,101.8,47.6,1.0,1.0,6.03,1.0,0.0,37.3,27.0,1.53,0.288,0.112,0.16,0.048,0.673,0.294,0.303,0.403,0.208,0.083
Derek Law,Available,ARI,Pacific Coast League,AAA,Yes,35.0,,5.0,8.2,1.3,77.8,82.3,229.6,108.1,3.46,120.0,128.97100170590826,101.7,4.0,1.0,0.0,0.0,0.0,0.0,6.3,5.0,0.79,0.294,0.0,0.227,0.227,0.764,0.235,0.529,0.235,0.25,0.0
