Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Austin Breedlove,Available,NYY,Florida State League,A,Yes,22.0,,6.0,7.8,1.3,99.7,65.0,-23.9,101.0,6.78,88.4,92.8,8.2,0.0,0.0,7.04,0.0,2.0,7.7,5.0,1.7,0.19,0.171,0.143,-0.028,0.739,0.13,0.478,0.391,0.333,0.333
Ryan Webb,Available,CLE,International League,AAA,Yes,27.0,,26.0,9.3,2.4,100.6,86.3,-28.2,100.7,7.13,87.8,92.8,54.8,2.0,5.0,8.66,13.0,0.0,62.3,65.0,2.34,0.343,0.234,0.198,-0.036,0.721,0.216,0.46,0.324,0.246,0.193
Isaiah Coupet,Available,COL,Northwest League,A+,Yes,23.0,,9.0,4.9,1.8,100.7,38.7,-11.1,98.7,7.74,87.7,92.8,25.0,0.0,0.0,7.31,1.0,0.0,16.0,10.0,1.63,0.26,0.149,0.135,-0.014,0.73,0.231,0.269,0.5,0.308,0.077
Dylan Phillips,Available,LAA,Pacific Coast League,AAA,Yes,27.0,,7.0,12.4,1.9,100.8,125.2,101.1,85.7,4.83,87.6,92.8,8.5,3.0,0.0,4.15,0.0,0.0,13.0,14.0,1.92,0.417,0.133,0.233,0.1,0.605,0.342,0.421,0.237,0.111,0.222
Ryan Degges,Available,CLE,South Atlantic League,A+,No,23.0,,7.0,15.5,3.0,100.9,124.9,106.9,84.8,5.12,87.5,92.8,20.2,0.0,2.0,4.79,5.0,0.0,20.7,27.0,1.6,0.294,0.133,0.276,0.143,0.623,0.283,0.321,0.396,0.0,0.238
Felipe Alcazar,Not in Fantrax,TBR,Dominican Summer League,R,Yes,17.0,,12.0,6.4,1.4,109.2,65.9,-29.0,92.5,6.5,80.6,92.8,20.1,3.0,1.0,8.27,0.0,0.0,16.3,13.0,1.9,0.302,0.189,0.176,-0.013,0.734,0.178,0.356,0.467,0.143,0.19
Carlos Castillo,Available,PIT,South Atlantic League,A+,Yes,20.0,,10.0,10.4,2.7,116.1,83.4,32.2,79.1,6.05,75.1,92.8,23.9,0.0,2.0,6.0,8.0,0.0,27.0,27.0,2.19,0.39,0.151,0.194,0.043,0.581,0.349,0.36,0.291,0.28,0.24
Clayton Beeter,Available,WSH,Florida Complex League,CPX,No,27.0,,1.0,6.8,1.0,76.9,63.4,543.2,65.2,2.9,107.2,92.7,1.0,0.0,0.0,9.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.5
Joe Corbett,Available,MIL,Southern League,AA,No,29.0,,5.0,3.5,1.0,85.1,27.5,158.7,93.8,4.82,100.5,92.7,7.5,0.0,0.0,10.8,0.0,0.0,5.0,6.0,1.8,0.4,0.042,0.25,0.208,0.688,0.188,0.313,0.5,0.5,0.25
Trey Seeley,Available,SF,Arizona Complex League,CPX,No,24.0,,7.0,7.2,1.3,86.5,67.5,138.4,94.7,5.45,99.3,92.7,10.0,1.0,0.0,7.0,1.0,0.0,9.0,11.0,1.67,0.385,0.095,0.262,0.167,0.732,0.231,0.385,0.385,0.1,0.1
Riley Gowens,Available,CHW,South Atlantic League,A+,No,26.0,,3.0,12.5,1.7,89.3,100.5,249.0,79.5,3.31,97.0,92.7,5.5,1.0,0.0,7.2,0.0,0.0,5.0,8.0,1.2,0.364,0.048,0.381,0.333,0.583,0.333,0.167,0.5,0.667,0.167
Luis Martinez-Gomez,Available,CHC,Arizona Complex League,CPX,No,23.0,,2.0,15.1,3.0,90.3,142.1,127.6,92.4,5.65,96.2,92.7,3.2,0.0,0.0,3.0,1.0,0.0,6.0,6.0,1.17,0.267,0.077,0.231,0.154,0.714,0.214,0.571,0.214,0.667,0.333
Jacob Denner,Available,SEA,Northwest League,A+,Yes,25.0,,3.0,23.5,3.9,92.7,184.1,198.1,82.0,2.95,94.2,92.7,7.2,0.0,1.0,3.86,3.0,0.0,11.7,17.0,1.2,0.276,0.077,0.327,0.25,0.607,0.321,0.429,0.25,0.143,0.286
Max Gieg,Available,LAA,Northwest League,A+,Yes,25.0,,28.0,7.9,1.5,92.7,62.0,7.1,103.9,6.75,94.1,92.7,34.7,4.0,1.0,7.9,0.0,0.0,41.0,50.0,2.1,0.33,0.229,0.238,0.009,0.77,0.192,0.471,0.337,0.4,0.114
Jose Serrano,Available,HOU,Florida Complex League,CPX,No,22.0,,3.0,18.5,3.0,94.3,173.7,142.3,86.8,4.57,92.8,92.7,6.2,2.0,0.0,3.0,0.0,0.0,9.0,7.0,1.11,0.286,0.053,0.184,0.131,0.666,0.333,0.444,0.222,0.333,0.0
Liam Sullivan,Available,WSH,South Atlantic League,A+,Yes,24.0,,11.0,14.7,3.2,96.7,118.4,99.5,89.5,5.05,90.8,92.7,34.3,1.0,3.0,6.88,10.0,0.0,35.3,41.0,1.7,0.315,0.115,0.248,0.133,0.657,0.225,0.402,0.373,0.184,0.316
Jeiker Gudino,Available,DET,Dominican Summer League,R,Yes,19.0,,1.0,6.2,2.0,97.7,64.8,0.0,100.0,,90.0,92.7,,0.0,0.0,4.5,0.0,0.0,2.0,1.0,1.5,0.333,0.125,0.125,0.0,,,,,,
Aubrey Smith,Available,HOU,Carolina League,A,Yes,22.0,,23.0,13.0,3.9,99.2,99.8,19.2,96.4,5.72,88.8,92.7,97.4,1.0,7.0,6.3,14.0,2.0,90.0,56.0,1.51,0.28,0.118,0.14,0.022,0.715,0.246,0.405,0.349,0.242,0.111
Franklyn Moreta,Not in Fantrax,MIA,Florida State League,A,Yes,22.0,,17.0,7.2,1.8,99.7,60.1,-28.2,101.4,7.29,88.4,92.7,22.5,4.0,2.0,8.4,0.0,0.0,30.0,25.0,2.0,0.313,0.199,0.166,-0.033,0.742,0.212,0.518,0.271,0.174,0.174
Edgar Gallegos,Not in Fantrax,TOR,Florida Complex League,CPX,No,20.0,,14.0,4.9,1.5,103.8,45.8,92.3,83.7,5.87,85.0,92.7,26.9,3.0,3.0,9.15,2.0,0.0,20.7,16.0,2.08,0.4,0.066,0.151,0.085,0.642,0.284,0.358,0.358,0.138,0.207
Isaias Acosta,Not in Fantrax,TEX,Dominican Summer League,R,Yes,17.0,,11.0,11.6,3.3,109.2,120.0,-51.3,95.0,6.92,80.5,92.7,36.3,2.0,1.0,7.25,8.0,0.0,36.0,28.0,2.08,0.37,0.181,0.158,-0.023,0.754,0.218,0.445,0.336,0.297,0.081
Dennis Colleran Jr.,Available,KC,Texas League,AA,Yes,22.0,,45.0,6.2,1.1,111.4,53.1,9.4,86.0,6.91,78.7,92.7,55.4,2.0,1.0,7.61,0.0,5.0,49.7,48.0,2.05,0.324,0.18,0.192,0.012,0.619,0.316,0.303,0.382,0.155,0.172
Clay Holmes,Je suis Charlie Morton (ACTIVE),CHC,Florida State League,A,No,33.0,,1.0,20.0,4.0,66.5,166.9,57.3,123.0,4.19,115.8,92.6,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2,0.133,0.2,0.067,0.9,0.1,0.8,0.1,1.0,0.0
Jason Alexander,Available,HOU,Pacific Coast League,AAA,Yes,33.0,,15.0,20.2,4.8,82.5,204.5,99.1,103.0,4.99,102.5,92.6,61.7,4.0,5.0,4.83,14.0,0.0,72.7,56.0,1.44,0.326,0.079,0.177,0.098,0.728,0.246,0.482,0.272,0.161,0.097
Steffon Moore,Available,CIN,Southern League,AA,Yes,29.0,,19.0,10.6,1.2,85.1,82.3,99.2,100.5,4.66,100.4,92.6,14.3,3.0,2.0,4.24,0.0,2.0,23.3,39.0,1.67,0.275,0.234,0.364,0.13,0.738,0.19,0.452,0.357,0.067,0.2
Shawn Dubin,Available,WSN,International League,AAA,Yes,30.0,,4.0,7.8,0.8,90.5,72.3,45.5,101.5,5.49,95.8,92.6,2.0,0.0,0.0,5.4,1.0,0.0,3.3,3.0,2.1,0.455,0.118,0.176,0.058,0.727,0.273,0.545,0.182,0.0,0.0
Kevin Abel,Available,CIN,Southern League,AA,No,27.0,,23.0,18.3,4.0,91.4,142.0,66.4,98.2,5.59,95.1,92.6,93.8,3.0,8.0,6.0,16.0,0.0,93.0,98.0,1.67,0.322,0.139,0.226,0.087,0.72,0.23,0.402,0.368,0.24,0.135
Blake Purnell,Available,TOR,Florida State League,A,Yes,24.0,,12.0,16.8,4.5,91.4,140.5,92.4,95.3,5.56,95.1,92.6,67.8,3.0,7.0,6.37,11.0,0.0,53.7,43.0,1.64,0.359,0.07,0.178,0.108,0.697,0.24,0.354,0.406,0.211,0.155
Carlos Lequerica,Available,DET,Midwest League,A+,Yes,25.0,,29.0,7.4,1.5,91.9,59.9,124.0,91.1,5.35,94.7,92.6,44.6,2.0,2.0,6.59,0.0,0.0,42.3,48.0,1.54,0.33,0.11,0.251,0.141,0.678,0.252,0.339,0.409,0.213,0.17
Ubert Mejias,Available,SF,Northwest League,A+,No,25.0,,15.0,9.8,2.4,92.7,76.9,126.8,90.1,4.41,94.1,92.6,33.9,1.0,2.0,7.0,1.0,0.0,36.0,36.0,1.64,0.382,0.061,0.221,0.16,0.667,0.274,0.419,0.308,0.278,0.194
Andrew Bash,Available,ATH,International League,AAA,Yes,29.0,,16.0,9.1,2.4,93.7,84.3,38.4,99.4,5.55,93.3,92.6,37.8,1.0,2.0,6.21,7.0,0.0,37.7,33.0,1.94,0.355,0.13,0.179,0.049,0.712,0.24,0.448,0.312,0.282,0.154
Kaleb Bowman,Available,MIL,International League,AAA,Yes,29.0,,32.0,7.7,1.6,93.7,70.9,20.4,101.3,6.42,93.2,92.6,57.4,4.0,2.0,5.58,0.0,1.0,50.0,44.0,1.78,0.317,0.162,0.188,0.026,0.726,0.233,0.363,0.404,0.169,0.102
Nick Weyrich,Available,CHW,Carolina League,A,Yes,23.0,,37.0,6.5,1.2,94.9,49.6,35.9,98.4,5.37,92.2,92.6,33.0,3.0,1.0,4.93,0.0,0.0,45.7,44.0,1.93,0.373,0.158,0.199,0.041,0.731,0.246,0.507,0.246,0.121,0.091
Cade Kuehler,Available,ATL,South Atlantic League,A+,Yes,24.0,,25.0,17.0,4.4,96.7,136.6,23.9,98.0,6.49,90.6,92.6,118.7,9.0,7.0,6.34,24.0,0.0,109.3,78.0,1.57,0.271,0.126,0.158,0.032,0.719,0.205,0.417,0.378,0.248,0.2
Yosver Zulueta,Available,BAL,International League,AAA,Yes,28.0,,18.0,4.7,1.0,97.0,43.8,97.2,89.3,4.05,90.4,92.6,10.6,0.0,2.0,6.38,0.0,0.0,18.3,20.0,1.58,0.333,0.123,0.247,0.124,0.64,0.3,0.48,0.22,0.091,0.273
Jousuet Martinez,Not in Fantrax,WSN,Dominican Summer League,R,Yes,19.0,,4.0,5.6,0.9,97.7,58.3,-118.1,113.4,8.63,89.8,92.6,4.0,1.0,1.0,2.45,0.0,0.0,3.7,3.0,1.64,0.2,0.211,0.158,-0.053,0.9,0.1,0.5,0.4,0.0,0.0
Kyle Nicolas,Available,WSH,International League,AAA,Yes,27.0,,42.0,6.3,1.0,100.6,58.3,25.1,94.2,5.79,87.5,92.6,33.0,3.0,1.0,4.71,0.0,1.0,42.0,54.0,2.21,0.387,0.218,0.25,0.032,0.675,0.297,0.405,0.297,0.121,0.091
Harrison Cohen,Available,NYY,International League,AAA,Yes,27.0,,16.0,7.8,1.3,100.6,72.3,65.1,89.6,5.58,87.4,92.6,19.4,2.0,1.0,7.52,0.0,1.0,20.3,25.0,1.77,0.286,0.175,0.258,0.083,0.642,0.264,0.34,0.396,0.333,0.238
Esmerbin Guerrero,Not in Fantrax,CHC,Dominican Summer League,R,Yes,18.0,,17.0,8.4,1.4,103.2,87.1,-104.7,106.7,7.48,85.3,92.6,20.4,3.0,2.0,6.17,0.0,3.0,23.3,21.0,1.67,0.226,0.243,0.196,-0.047,0.847,0.135,0.481,0.385,0.3,0.05
Bryan Regalado,Not in Fantrax,MIL,Arizona Complex League,CPX,Yes,19.0,,12.0,6.9,2.4,109.3,65.0,-68.8,96.8,9.67,80.3,92.6,43.0,1.0,1.0,9.85,3.0,2.0,28.3,17.0,2.47,0.354,0.192,0.109,-0.083,0.748,0.202,0.364,0.434,0.372,0.116
Williams Montero,Available,BOS,Carolina League,A,Yes,18.0,,6.0,1.7,1.7,121.2,13.1,0.0,77.5,6.04,70.4,92.6,6.6,0.0,3.0,18.0,5.0,0.0,10.0,11.0,2.7,0.452,0.196,0.196,0.0,0.575,0.364,0.424,0.212,0.143,0.286
Jason Alexander,Available,HOU,Florida Complex League,CPX,No,33.0,,1.0,40.8,4.0,62.9,382.6,500.8,78.2,2.15,118.6,92.5,2.0,1.0,0.0,0.0,1.0,0.0,4.0,7.0,0.25,0.0,0.077,0.538,0.461,0.6,0.4,0.2,0.4,0.5,0.0
J.B. Bukauskas,Available,MIL,Arizona Complex League,CPX,No,29.0,,2.0,3.1,0.5,71.6,29.4,237.0,97.1,8.38,111.2,92.5,3.0,1.0,1.0,36.0,0.0,0.0,1.0,2.0,3.0,0.75,0.0,0.286,0.286,0.75,0.25,0.0,0.75,0.333,0.0
Carlos Rodón,Ben the Hen (ACTIVE),NYY,Eastern League,AA,No,33.0,,2.0,35.0,4.8,75.0,279.6,280.3,89.1,2.15,108.6,92.5,6.7,0.0,0.0,0.93,2.0,0.0,9.7,15.0,0.83,0.316,0.028,0.417,0.389,0.65,0.3,0.35,0.35,0.143,0.143
Wes Burton,Not in Fantrax,CLE,Arizona Complex League,CPX,No,25.0,,1.0,5.0,0.7,83.1,47.0,-138.4,129.5,12.4,101.8,92.5,0.0,0.0,0.0,13.5,0.0,0.0,0.7,2.0,6.0,1.0,0.5,0.333,-0.167,1.0,0.0,1.0,0.0,0.0,0.0
Connor Schultz,Available,CHC,Southern League,AA,Yes,27.0,,16.0,21.8,4.0,91.4,169.0,106.0,93.6,4.73,95.0,92.5,68.1,5.0,4.0,4.55,13.0,0.0,63.3,67.0,1.39,0.294,0.1,0.239,0.139,0.687,0.266,0.349,0.385,0.2,0.123
Samuel Strickland,Available,ATL,Southern League,AA,Yes,27.0,,32.0,7.8,1.6,91.4,60.5,128.2,90.9,4.17,94.9,92.5,47.1,1.0,3.0,6.39,1.0,2.0,50.7,50.0,1.6,0.397,0.053,0.221,0.168,0.667,0.289,0.409,0.302,0.125,0.146
Stanly Alcantara,Available,NYY,Florida Complex League,CPX,Yes,22.0,,12.0,8.2,2.5,94.3,76.9,-26.1,105.9,7.84,92.5,92.5,30.4,1.0,1.0,10.92,3.0,0.0,29.7,32.0,2.39,0.356,0.212,0.188,-0.024,0.812,0.15,0.512,0.338,0.111,0.111
Jake McCutcheon,Available,MIA,Florida State League,A,Yes,22.0,,3.0,3.2,0.8,99.7,26.4,0.0,97.7,6.92,88.0,92.5,2.0,0.0,0.0,0.0,0.0,0.0,2.3,1.0,0.86,0.143,0.1,0.1,0.0,0.715,0.286,0.429,0.286,0.0,0.0
Austin Cates,Available,TOR,Northwest League,A+,No,23.0,,5.0,24.4,4.8,100.7,190.7,102.2,85.1,5.19,87.3,92.5,25.3,1.0,2.0,3.38,5.0,0.0,24.0,24.0,1.38,0.279,0.109,0.238,0.129,0.63,0.292,0.292,0.415,0.259,0.185
Yosangel Braffit,Available,MIN,Dominican Summer League,R,Yes,18.0,,11.0,7.7,2.7,103.2,79.4,26.7,91.5,6.27,85.3,92.5,25.2,0.0,3.0,12.0,6.0,0.0,30.0,34.0,2.63,0.455,0.187,0.199,0.012,0.726,0.262,0.488,0.25,0.333,0.048
Freigher Barco,Not in Fantrax,TOR,Florida Complex League,CPX,Yes,20.0,,13.0,4.6,1.3,103.8,43.2,-12.0,95.3,7.66,84.7,92.5,23.6,0.0,0.0,10.38,0.0,0.0,17.3,17.0,2.13,0.286,0.198,0.187,-0.011,0.731,0.173,0.346,0.481,0.16,0.2
Bryan Perez,Available,COL,Northwest League,A+,Yes,22.0,,13.0,3.2,1.4,105.3,25.0,8.7,91.5,6.79,83.4,92.5,18.1,0.0,1.0,10.31,0.0,0.0,18.3,15.0,2.4,0.403,0.141,0.152,0.011,0.677,0.246,0.462,0.292,0.158,0.263
Cole Gabrielson,Available,NYY,International League,AAA,Yes,25.0,,1.0,12.8,0.3,108.7,118.0,-392.0,139.6,17.98,80.7,92.5,1.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,3.0,0.0,0.5,0.0,-0.5,1.0,0.0,0.0,1.0,0.0,0.0
Zack Wheeler,Ben the Hen (ACTIVE),PHI,International League,AAA,Yes,36.0,,3.0,14.6,3.4,75.5,134.9,106.6,108.5,5.19,108.0,92.4,8.7,0.0,1.0,5.23,3.0,0.0,10.3,10.0,1.26,0.308,0.091,0.227,0.136,0.777,0.185,0.481,0.333,0.222,0.111
Michael Walsh,Available,PIT,Florida Complex League,CPX,No,25.0,,2.0,5.9,1.0,83.0,55.2,135.8,97.8,4.4,101.7,92.4,1.2,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.5,0.0,0.125,0.25,0.125,0.75,0.25,0.5,0.25,1.0,0.0
Tyler Gilbert,Available,CHW,International League,AAA,Yes,32.0,,21.0,9.0,1.6,84.9,83.0,110.5,99.0,4.4,100.2,92.4,22.6,5.0,3.0,5.45,4.0,0.0,33.0,31.0,1.18,0.259,0.09,0.231,0.141,0.709,0.221,0.5,0.279,0.375,0.25
Cam Hill,Available,TB,International League,AAA,Yes,32.0,,42.0,8.2,1.3,84.9,75.9,73.7,103.3,5.39,100.2,92.4,63.2,4.0,2.0,3.81,0.0,5.0,54.3,44.0,1.21,0.24,0.104,0.198,0.094,0.74,0.207,0.36,0.433,0.292,0.123
Garrett Cleavinger,Available,TB,International League,AAA,Yes,32.0,,6.0,4.4,0.7,84.9,40.9,0.0,111.7,7.45,100.1,92.4,4.5,0.0,0.0,8.31,0.0,0.0,4.3,5.0,1.85,0.222,0.238,0.238,0.0,0.8,0.1,0.4,0.5,0.2,0.2
Blaze Pontes,Available,ATH,Midwest League,A+,No,26.0,,11.0,14.3,1.6,88.3,116.2,86.2,98.6,4.85,97.4,92.4,12.5,3.0,1.0,1.53,0.0,4.0,17.7,15.0,1.13,0.255,0.113,0.211,0.098,0.734,0.267,0.467,0.267,0.167,0.0
Colby Holcombe,Available,TOR,Florida Complex League,CPX,No,23.0,,5.0,8.1,1.7,90.2,76.0,55.4,100.3,5.68,95.8,92.4,5.8,2.0,0.0,9.72,2.0,0.0,8.3,7.0,1.68,0.32,0.128,0.179,0.051,0.769,0.192,0.577,0.231,0.5,0.167
Fernando Vasquez,Not in Fantrax,SFG,California League,A,Yes,24.0,,33.0,10.6,1.8,91.2,86.9,47.4,100.3,6.32,95.0,92.4,52.7,2.0,2.0,4.95,0.0,2.0,60.0,65.0,1.52,0.24,0.177,0.235,0.058,0.756,0.211,0.447,0.342,0.231,0.096
Reid Johnston,Available,CLE,Eastern League,AA,Yes,27.0,,24.0,5.8,1.3,91.7,46.1,46.1,99.9,5.91,94.5,92.4,34.6,1.0,5.0,4.99,0.0,1.0,30.7,30.0,1.63,0.286,0.149,0.213,0.064,0.729,0.212,0.376,0.412,0.371,0.143
Tyrelle Chadwick,Available,COL,California League,A,Yes,23.0,,8.0,8.2,2.2,95.2,66.6,0.0,102.0,5.78,91.8,92.4,7.6,2.0,0.0,6.62,0.0,0.0,17.7,8.0,1.75,0.323,0.098,0.098,0.0,0.769,0.185,0.692,0.123,0.0,0.375
Silvano Hechavarria,Available,TOR,Florida State League,A,No,23.0,,10.0,11.8,3.3,95.4,98.5,22.2,99.1,6.75,91.5,92.4,42.8,2.0,4.0,7.29,10.0,0.0,33.3,27.0,1.68,0.268,0.146,0.172,0.026,0.725,0.206,0.353,0.441,0.244,0.156
Anyel Manzueta,Available,WSH,Dominican Summer League,R,Yes,19.0,,13.0,9.3,2.7,97.7,96.9,0.0,99.5,7.1,89.5,92.4,33.0,0.0,7.0,10.03,8.0,1.0,35.0,39.0,2.11,0.347,0.21,0.21,0.0,0.79,0.2,0.463,0.337,0.125,0.031
Nick Davila,Available,SEA,Pacific Coast League,AAA,Yes,27.0,,8.0,4.7,1.3,100.8,47.3,65.7,89.0,5.28,87.0,92.4,8.2,0.0,1.0,2.61,0.0,0.0,10.3,6.0,1.35,0.306,0.065,0.13,0.065,0.629,0.371,0.4,0.229,0.375,0.0
Helcris Olivárez,Available,KCR,International League,AAA,Yes,25.0,,24.0,6.3,1.3,108.7,58.2,-60.4,96.1,6.76,80.5,92.4,14.5,2.0,1.0,7.39,0.0,1.0,31.7,31.0,2.15,0.286,0.274,0.197,-0.077,0.688,0.275,0.538,0.188,0.267,0.2
Carson Fulmer,Available,SEA,Pacific Coast League,AAA,Yes,32.0,,15.0,21.3,5.2,85.1,214.8,77.9,102.3,5.59,99.8,92.3,76.8,5.0,1.0,5.19,15.0,0.0,78.0,57.0,1.64,0.337,0.085,0.162,0.077,0.723,0.219,0.469,0.312,0.123,0.185
Richard Guasch,Available,BAL,Eastern League,AA,Yes,28.0,,18.0,10.6,1.2,88.4,84.6,153.5,90.5,3.86,97.1,92.3,16.3,3.0,0.0,4.22,0.0,1.0,21.3,31.0,1.31,0.244,0.117,0.33,0.213,0.66,0.213,0.426,0.362,0.176,0.353
Alexander Campos,Available,TB,Florida Complex League,CPX,No,23.0,,13.0,9.7,2.5,90.2,90.6,77.1,97.5,5.87,95.6,92.3,48.3,3.0,1.0,5.29,3.0,0.0,32.3,16.0,1.48,0.322,0.042,0.113,0.071,0.748,0.21,0.37,0.42,0.06,0.1
Gabe Mosser,Available,SEA,Pacific Coast League,AAA,Yes,30.0,,26.0,19.7,4.8,90.7,199.0,89.0,95.7,5.57,95.1,92.3,139.0,8.0,7.0,4.73,24.0,0.0,125.7,88.0,1.38,0.304,0.074,0.162,0.088,0.676,0.291,0.357,0.352,0.179,0.093
Sam Highfill,Available,PHI,South Atlantic League,A+,Yes,25.0,,26.0,13.2,2.8,92.9,106.5,106.2,91.7,5.23,93.4,92.3,77.4,2.0,6.0,6.57,9.0,0.0,74.0,83.0,1.57,0.342,0.104,0.246,0.142,0.673,0.265,0.346,0.389,0.244,0.159
Daysbel Hernández,Available,ATL,International League,AAA,Yes,29.0,,22.0,6.5,1.0,93.7,59.9,52.5,97.2,5.18,92.8,92.3,11.6,1.0,0.0,5.06,0.0,1.0,21.3,26.0,1.88,0.352,0.183,0.25,0.067,0.696,0.268,0.518,0.214,0.0,0.167
Logan Whitaker,Available,MIA,Southern League,AA,Yes,26.0,,16.0,11.4,1.4,94.9,88.0,108.3,89.6,4.21,91.8,92.3,16.8,2.0,2.0,4.43,0.0,3.0,22.3,27.0,1.84,0.424,0.113,0.255,0.142,0.657,0.328,0.418,0.254,0.118,0.059
Jack Sokol,Available,NYY,South Atlantic League,A+,Yes,24.0,,35.0,6.7,1.2,96.7,54.0,79.3,91.1,4.96,90.2,92.3,32.2,2.0,4.0,3.67,0.0,2.0,41.7,40.0,1.49,0.32,0.105,0.211,0.106,0.669,0.306,0.43,0.264,0.094,0.094
Huascar Ynoa,Available,LAA,Pacific Coast League,AAA,Yes,28.0,,30.0,6.5,2.0,97.2,66.1,20.2,97.4,6.41,89.8,92.3,64.2,2.0,2.0,7.2,5.0,0.0,60.0,42.0,2.03,0.375,0.118,0.138,0.02,0.689,0.288,0.415,0.297,0.175,0.079
Brayan Palencia,Not in Fantrax,SFG,Northwest League,A+,Yes,23.0,,18.0,6.6,1.7,100.7,51.5,22.2,93.9,6.43,86.9,92.3,32.6,0.0,0.0,5.93,0.0,0.0,30.3,22.0,1.75,0.319,0.129,0.157,0.028,0.695,0.242,0.4,0.358,0.294,0.176
Miguel Molina,Available,DET,Dominican Summer League,R,Yes,18.0,,9.0,6.1,1.8,103.2,63.4,-51.3,100.1,7.13,84.9,92.3,13.6,1.0,2.0,13.22,6.0,0.0,16.3,20.0,2.2,0.263,0.256,0.233,-0.023,0.794,0.103,0.538,0.359,0.143,0.286
Dakota Hawkins,Available,NYM,International League,AAA,Yes,26.0,,2.0,4.4,1.8,104.5,40.5,0.0,92.9,8.08,83.9,92.3,5.2,0.0,1.0,19.64,1.0,0.0,3.7,4.0,2.45,0.222,0.2,0.2,0.0,0.666,0.083,0.333,0.583,0.0,0.429
Vince Reilly,Available,CHC,International League,AAA,Yes,25.0,,14.0,7.4,1.3,108.7,68.7,18.0,86.8,6.54,80.3,92.3,17.5,1.0,1.0,6.75,0.0,2.0,18.7,16.0,1.71,0.265,0.159,0.182,0.023,0.622,0.283,0.358,0.358,0.105,0.263
Tanner Schobel,Available,MIN,International League,AAA,Yes,25.0,,5.0,1.6,1.2,108.7,14.8,-52.5,94.9,7.6,80.3,92.3,7.7,0.0,1.0,6.0,0.0,0.0,6.0,1.0,2.0,0.333,0.1,0.033,-0.067,0.68,0.28,0.4,0.32,0.125,0.125
Austin Gomber,Available,DET,International League,AAA,Yes,32.0,,19.0,14.2,3.7,84.9,131.6,74.5,102.9,4.85,99.9,92.2,68.2,2.0,4.0,4.69,14.0,0.0,71.0,50.0,1.31,0.275,0.074,0.169,0.095,0.737,0.205,0.473,0.323,0.127,0.183
Jonah Hurney,Not in Fantrax,CIN,Midwest League,A+,Yes,26.0,,13.0,5.0,1.4,88.3,40.9,50.1,102.4,5.67,97.1,92.2,18.3,1.0,2.0,7.13,0.0,0.0,17.7,13.0,1.98,0.391,0.091,0.148,0.057,0.762,0.206,0.508,0.286,0.222,0.111
Colin Peluse,Available,PHI,Eastern League,AA,No,28.0,,20.0,6.0,1.2,88.4,48.1,140.5,91.9,4.2,97.0,92.2,27.2,2.0,2.0,8.03,0.0,1.0,24.7,27.0,1.62,0.378,0.044,0.239,0.195,0.671,0.241,0.392,0.367,0.345,0.241
Alain Pena,Available,HOU,Florida Complex League,CPX,No,23.0,,9.0,15.8,2.7,90.2,148.1,101.0,94.8,5.22,95.5,92.2,21.6,3.0,1.0,2.92,3.0,1.0,24.7,19.0,1.14,0.246,0.103,0.196,0.093,0.727,0.242,0.424,0.333,0.364,0.091
Yoendris Gonzalez,Available,CHC,Arizona Complex League,CPX,No,23.0,,4.0,14.4,1.7,90.3,135.1,199.7,83.2,5.57,95.4,92.2,5.0,2.0,0.0,2.7,0.0,0.0,6.7,9.0,0.9,0.214,0.069,0.31,0.241,0.643,0.286,0.357,0.357,0.4,0.2
Pablo Aldonis,Available,WSN,Carolina League,A,No,24.0,,3.0,2.8,1.4,90.9,21.7,39.4,101.1,5.6,94.9,92.2,5.6,0.0,0.0,8.31,0.0,0.0,4.3,3.0,1.85,0.267,0.091,0.136,0.045,0.75,0.125,0.5,0.375,0.0,0.333
Roel Garcia III,Available,TB,Southern League,AA,Yes,27.0,,27.0,5.8,1.6,91.4,45.0,36.6,101.0,6.57,94.5,92.2,60.7,2.0,1.0,7.23,0.0,1.0,42.3,29.0,1.42,0.234,0.106,0.154,0.048,0.741,0.185,0.341,0.474,0.219,0.156
Ryan Weiss,Available,HOU,Pacific Coast League,AAA,Yes,29.0,,19.0,13.4,3.1,93.9,134.9,67.8,95.0,5.41,92.4,92.2,44.7,3.0,4.0,6.64,10.0,1.0,59.7,53.0,1.76,0.337,0.12,0.187,0.067,0.671,0.28,0.476,0.243,0.261,0.196
Deiby Marrero,Not in Fantrax,HOU,Dominican Summer League,R,Yes,19.0,,15.0,8.1,1.7,97.7,83.7,-57.9,105.8,7.09,89.3,92.2,31.5,1.0,1.0,5.4,1.0,1.0,25.0,21.0,1.6,0.254,0.212,0.186,-0.026,0.84,0.16,0.34,0.5,0.24,0.0
