Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Jose Guevara,Available,NYM,Florida Complex League,CPX,No,21.0,,8.0,19.5,4.0,98.8,183.1,135.8,82.5,5.26,88.4,92.2,31.6,1.0,2.0,6.19,5.0,0.0,32.0,38.0,1.5,0.282,0.139,0.264,0.125,0.633,0.291,0.304,0.405,0.125,0.188
Alton Davis II,Available,LAA,California League,A,Yes,22.0,,25.0,11.6,3.0,99.5,94.8,77.7,88.6,6.12,87.8,92.2,74.3,5.0,9.0,9.47,16.0,0.0,76.0,83.0,2.0,0.403,0.119,0.214,0.095,0.667,0.286,0.398,0.315,0.224,0.145
Juan Quinones,Not in Fantrax,MIN,Dominican Summer League,R,Yes,18.0,,11.0,7.0,1.5,103.2,72.8,0.0,94.0,6.82,84.8,92.2,21.4,0.0,0.0,9.18,0.0,1.0,16.7,19.0,2.46,0.385,0.204,0.204,0.0,0.746,0.216,0.373,0.412,0.238,0.095
Antony Ventura,Not in Fantrax,COL,Dominican Summer League,R,Yes,17.0,,11.0,3.0,1.2,109.2,30.6,-109.2,100.8,8.74,79.8,92.2,14.6,1.0,1.0,13.83,0.0,0.0,13.7,11.0,2.34,0.362,0.185,0.136,-0.049,0.8,0.2,0.489,0.311,0.357,0.0
Josue Rondon,Available,WSH,Dominican Summer League,R,Yes,17.0,,13.0,0.8,1.0,109.2,8.6,-118.1,101.8,7.77,79.7,92.2,22.4,0.0,1.0,11.48,0.0,0.0,13.3,5.0,2.48,0.358,0.12,0.067,-0.053,0.808,0.096,0.481,0.423,0.136,0.227
Trevor Gott,Available,SD,International League,AAA,Yes,33.0,,26.0,7.3,1.3,82.3,67.4,65.9,106.1,5.75,101.9,92.1,37.4,4.0,0.0,3.55,1.0,1.0,33.0,27.0,1.33,0.272,0.106,0.19,0.084,0.76,0.198,0.396,0.406,0.231,0.103
Orlando Ortiz-Mayr,Available,MIA,Southern League,AA,Yes,28.0,,22.0,18.0,4.0,88.1,139.7,91.6,97.6,4.92,97.1,92.1,75.8,3.0,4.0,6.06,20.0,0.0,87.7,88.0,1.56,0.363,0.101,0.221,0.12,0.716,0.268,0.436,0.296,0.276,0.053
Livan Reinoso,Available,MIA,Southern League,AA,Yes,27.0,,31.0,6.1,1.5,91.4,47.6,52.6,98.9,6.07,94.3,92.1,42.2,1.0,0.0,6.2,0.0,0.0,45.0,41.0,1.47,0.269,0.132,0.201,0.069,0.726,0.218,0.427,0.355,0.182,0.159
Dominic Niman,Available,TB,South Atlantic League,A+,No,25.0,,20.0,19.3,4.3,92.9,155.4,93.5,92.8,4.75,93.1,92.1,83.3,7.0,6.0,4.31,14.0,0.0,85.7,65.0,1.27,0.268,0.052,0.177,0.125,0.682,0.244,0.437,0.319,0.186,0.233
Andrew Bash,Available,ATH,Pacific Coast League,AAA,Yes,29.0,,18.0,9.2,1.6,93.9,92.7,86.0,92.8,5.62,92.3,92.1,26.0,2.0,1.0,4.71,0.0,1.0,28.7,27.0,1.71,0.322,0.106,0.191,0.085,0.656,0.289,0.422,0.289,0.115,0.192
Hayden Frank,Available,CHC,Carolina League,A,Yes,23.0,,23.0,15.7,3.3,94.9,120.0,91.9,91.2,4.67,91.5,92.1,67.1,4.0,9.0,5.05,8.0,0.0,76.7,77.0,1.57,0.333,0.119,0.224,0.105,0.677,0.286,0.399,0.315,0.194,0.119
Joander Suarez,Available,NYM,Eastern League,AA,No,26.0,,3.0,23.2,5.1,95.2,185.1,43.2,96.5,6.05,91.3,92.1,17.4,1.0,1.0,3.52,3.0,0.0,15.3,12.0,1.43,0.311,0.119,0.179,0.06,0.704,0.295,0.318,0.386,0.118,0.0
Benny Thompson,Available,LAA,Northwest League,A+,Yes,24.0,,40.0,9.1,1.4,96.5,71.3,59.4,93.3,6.39,90.1,92.1,61.2,3.0,5.0,6.05,0.0,3.0,58.0,78.0,1.86,0.323,0.201,0.276,0.075,0.691,0.252,0.288,0.46,0.234,0.125
Bryce Warrecker,Available,NYY,South Atlantic League,A+,Yes,24.0,,25.0,7.3,1.4,96.7,58.8,61.3,92.9,5.64,89.9,92.1,34.1,1.0,0.0,3.71,0.0,0.0,34.0,33.0,1.47,0.279,0.144,0.226,0.082,0.682,0.264,0.341,0.396,0.278,0.139
Jorman Santana,Not in Fantrax,HOU,Dominican Summer League,R,Yes,19.0,,8.0,10.3,2.3,97.7,106.9,-51.3,104.9,6.89,89.1,92.1,26.0,2.0,1.0,4.34,3.0,1.0,18.7,9.0,1.61,0.283,0.129,0.106,-0.023,0.833,0.133,0.433,0.433,0.231,0.077
Stiveen Rojas,Available,MIA,Dominican Summer League,R,Yes,19.0,,17.0,9.2,2.0,97.7,95.2,-24.5,101.8,6.72,89.1,92.1,33.7,3.0,2.0,7.34,8.0,0.0,34.3,36.0,2.21,0.354,0.212,0.201,-0.011,0.808,0.16,0.5,0.34,0.219,0.094
Kendry Garcia,Not in Fantrax,CHW,Carolina League,A,Yes,22.0,,7.0,12.2,2.3,99.2,93.8,-23.6,100.3,6.57,87.9,92.1,13.0,3.0,0.0,6.19,0.0,0.0,16.0,15.0,2.06,0.35,0.224,0.197,-0.027,0.744,0.209,0.465,0.326,0.143,0.143
Drew Christo,Available,ATL,South Atlantic League,A+,Yes,23.0,,26.0,7.3,1.5,100.9,59.0,44.1,90.8,5.51,86.4,92.1,33.1,1.0,0.0,6.16,0.0,3.0,38.0,31.0,1.63,0.333,0.124,0.183,0.059,0.667,0.298,0.404,0.298,0.176,0.118
Gabriel Barbosa,Available,PHI,Eastern League,AA,No,24.0,,7.0,10.4,3.0,103.1,83.3,103.1,81.9,5.18,84.6,92.1,26.3,0.0,3.0,7.59,4.0,0.0,21.3,20.0,1.69,0.333,0.061,0.204,0.143,0.598,0.278,0.306,0.417,0.167,0.3
Joel Ibarra,Available,PIT,Texas League,AA,Yes,23.0,,12.0,3.3,0.8,106.6,28.0,-146.0,107.4,11.02,81.8,92.1,9.6,0.0,0.0,8.38,0.0,0.0,9.7,12.0,3.1,0.286,0.39,0.203,-0.187,0.774,0.182,0.364,0.455,0.3,0.1
Eccel Correa,Available,BAL,Eastern League,AA,Yes,23.0,,1.0,7.2,2.3,107.6,57.9,-72.1,97.9,8.49,80.9,92.1,3.4,0.0,0.0,3.86,0.0,0.0,2.3,1.0,1.29,0.0,0.2,0.1,-0.1,0.714,0.143,0.286,0.571,0.25,0.25
Victor Mederos,Available,ATL,Pacific Coast League,AAA,Yes,25.0,,1.0,-3.8,3.0,108.9,-37.9,-50.6,94.2,6.76,79.9,92.1,2.0,0.0,1.0,21.0,1.0,0.0,3.0,2.0,3.67,0.533,0.15,0.1,-0.05,0.666,0.333,0.533,0.133,0.0,0.0
Drew Smith,Available,MIN,International League,AAA,Yes,32.0,,27.0,6.8,0.9,84.9,62.5,71.3,102.8,5.96,99.6,92.0,37.0,1.0,1.0,4.74,0.0,4.0,24.7,19.0,1.46,0.333,0.083,0.174,0.091,0.737,0.25,0.276,0.474,0.25,0.028
Jake Bockenstedt,Available,CHW,South Atlantic League,A+,No,26.0,,19.0,6.8,1.2,89.3,54.6,86.0,97.0,5.52,96.0,92.0,28.8,2.0,0.0,4.63,0.0,0.0,23.3,24.0,1.89,0.427,0.097,0.212,0.115,0.712,0.274,0.342,0.384,0.071,0.036
Jakob Guardado,Available,LAA,California League,A,Yes,24.0,,41.0,7.3,1.3,91.2,59.2,112.8,92.1,5.39,94.4,92.0,47.4,3.0,2.0,7.66,0.0,3.0,51.7,62.0,1.86,0.421,0.114,0.252,0.138,0.694,0.259,0.415,0.327,0.208,0.146
Henry Ramirez,Not in Fantrax,BAL,Dominican Summer League,R,Yes,20.0,,10.0,6.3,1.7,92.9,65.1,-44.6,108.5,7.44,93.0,92.0,23.0,1.0,1.0,11.42,3.0,1.0,17.3,16.0,2.37,0.373,0.18,0.16,-0.02,0.861,0.111,0.5,0.389,0.143,0.071
Miguel Mendez,Available,SF,California League,A,No,23.0,,1.0,7.5,2.3,95.2,61.2,-81.8,110.7,10.22,91.1,92.0,4.0,0.0,0.0,3.86,1.0,0.0,2.3,1.0,0.86,0.0,0.2,0.1,-0.1,0.834,0.167,0.167,0.667,0.25,0.0
Eligio Arias,Available,PHI,Florida State League,A,Yes,23.0,,1.0,6.0,1.0,95.4,50.1,284.8,68.3,1.77,91.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.333,0.333,0.5,0.5,0.5,0.0,0.0,0.0
Patrick Reilly,Available,BAL,South Atlantic League,A+,No,24.0,,2.0,13.9,3.8,96.7,111.5,62.1,92.6,6.09,89.7,92.0,10.1,0.0,0.0,7.04,2.0,0.0,7.7,7.0,1.7,0.304,0.111,0.194,0.083,0.68,0.24,0.32,0.44,0.182,0.182
Jhostin Betances,Available,LAA,Dominican Summer League,R,Yes,19.0,,10.0,10.3,3.0,97.7,107.1,26.7,95.8,6.24,89.0,92.0,14.2,2.0,4.0,9.49,8.0,0.0,30.3,29.0,2.34,0.439,0.167,0.179,0.012,0.76,0.229,0.627,0.145,0.167,0.083
Domingo Mejía,Not in Fantrax,STL,Dominican Summer League,R,Yes,19.0,,17.0,5.4,1.1,97.7,56.1,22.3,96.3,7.97,89.0,92.0,23.9,3.0,0.0,8.84,0.0,1.0,19.3,16.0,1.76,0.283,0.15,0.16,0.01,0.765,0.157,0.392,0.451,0.217,0.174
Christopher Peralta,Available,MIL,Dominican Summer League,R,Yes,19.0,,8.0,4.8,0.8,97.7,50.2,-113.7,111.9,8.15,89.0,92.0,8.0,2.0,0.0,10.8,0.0,0.0,6.7,9.0,2.85,0.444,0.282,0.231,-0.051,0.888,0.111,0.444,0.444,0.0,0.0
Chris McElvain,Available,TOR,Eastern League,AA,Yes,25.0,,18.0,14.7,4.2,99.0,117.6,41.8,92.9,6.01,88.0,92.0,87.2,3.0,7.0,7.43,17.0,0.0,76.3,63.0,1.76,0.319,0.117,0.175,0.058,0.678,0.248,0.376,0.376,0.253,0.198
Cristopher Aranguren,Not in Fantrax,CHC,Arizona Complex League,CPX,No,20.0,,11.0,9.5,2.2,103.9,89.7,63.8,85.7,6.73,84.0,92.0,23.4,0.0,1.0,6.46,3.0,0.0,23.7,27.0,1.86,0.348,0.154,0.231,0.077,0.662,0.292,0.354,0.354,0.174,0.13
DJ Newman,Available,HOU,South Atlantic League,A+,Yes,22.0,,1.0,-2.2,1.0,105.5,-18.1,-373.9,136.2,21.34,82.6,92.0,3.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,5.0,0.25,0.5,0.0,-0.5,1.0,0.0,0.25,0.75,0.333,0.0
Victor Leal,Available,MIN,Florida State League,A,Yes,19.0,,1.0,-8.8,1.0,115.5,-73.0,0.0,82.0,8.79,74.3,92.0,3.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0,7.0,0.7,0.0,0.0,0.0,0.6,0.4,0.3,0.3,0.333,0.0
Mike Clevinger,Available,PIT,International League,AAA,Yes,35.0,,17.0,8.0,1.5,77.6,74.0,105.1,105.7,5.14,105.5,91.9,31.5,2.0,0.0,4.74,1.0,0.0,24.7,24.0,1.38,0.319,0.095,0.229,0.134,0.757,0.214,0.329,0.457,0.344,0.063
Tyson Guerrero,Available,KC,Midwest League,A+,No,27.0,,4.0,9.2,1.1,85.1,75.3,153.0,93.1,5.04,99.3,91.9,3.0,1.0,0.0,6.23,0.0,0.0,4.3,6.0,1.85,0.462,0.087,0.261,0.174,0.693,0.308,0.462,0.231,0.0,0.0
Ricardo Velez,Available,TEX,Texas League,AA,Yes,27.0,,17.0,7.3,1.4,90.8,62.0,48.4,99.6,6.26,94.5,91.9,26.6,3.0,2.0,5.18,0.0,1.0,24.3,18.0,1.6,0.325,0.097,0.159,0.062,0.718,0.244,0.41,0.346,0.222,0.111
Dailoui Abad,Available,LAD,California League,A,Yes,24.0,,22.0,5.7,1.2,91.2,46.4,11.4,103.6,7.26,94.2,91.9,25.3,5.0,2.0,9.79,0.0,0.0,26.7,26.0,2.25,0.398,0.17,0.184,0.014,0.78,0.183,0.512,0.305,0.24,0.12
Bryce Warrecker,Available,NYY,Florida State League,A,No,24.0,,6.0,7.6,1.5,91.4,63.6,73.6,96.2,4.26,94.1,91.9,5.2,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.25,0.057,0.143,0.086,0.704,0.296,0.519,0.185,0.4,0.0
Dominic Castellano,Available,SEA,Arizona Complex League,CPX,No,22.0,,10.0,3.8,1.0,94.4,35.5,40.6,97.1,8.62,91.5,91.9,12.1,1.0,1.0,15.68,0.0,0.0,10.3,16.0,2.61,0.462,0.213,0.262,0.049,0.75,0.179,0.357,0.464,0.154,0.154
Steven Zobac,Available,KC,Texas League,AA,Yes,25.0,,12.0,14.3,3.3,98.1,122.1,103.1,86.4,5.68,88.5,91.9,46.2,1.0,6.0,4.99,12.0,0.0,39.7,39.0,1.31,0.27,0.102,0.234,0.132,0.623,0.302,0.236,0.462,0.204,0.163
Modesto Vargas,Not in Fantrax,ARI,Arizona Complex League,CPX,Yes,21.0,,15.0,6.2,1.4,98.9,58.1,-61.3,104.5,8.19,87.8,91.9,10.5,1.0,1.0,5.75,1.0,0.0,20.3,19.0,2.21,0.3,0.248,0.174,-0.074,0.807,0.193,0.632,0.175,0.3,0.0
Anthony Cruz,Not in Fantrax,HOU,South Atlantic League,A+,Yes,23.0,,30.0,8.3,2.4,100.9,66.9,33.7,91.8,6.29,86.2,91.9,78.2,2.0,8.0,8.88,3.0,1.0,72.0,67.0,1.99,0.356,0.143,0.188,0.045,0.674,0.258,0.38,0.362,0.225,0.188
Arnaldo Tejeda,Not in Fantrax,NYM,Dominican Summer League,R,Yes,18.0,,12.0,6.2,2.2,103.2,64.8,-15.6,95.3,7.36,84.3,91.9,32.8,0.0,1.0,10.12,0.0,0.0,26.7,24.0,2.1,0.369,0.177,0.17,-0.007,0.756,0.244,0.366,0.39,0.313,0.0
Jerson Alejandro,Available,NYY,Florida Complex League,CPX,Yes,20.0,,8.0,9.1,1.5,103.8,85.4,52.1,86.8,7.18,83.8,91.9,13.0,1.0,1.0,6.0,4.0,0.0,12.0,18.0,2.08,0.37,0.238,0.286,0.048,0.666,0.333,0.185,0.481,0.154,0.0
Osvaldo Berrios,Available,BOS,International League,AAA,Yes,26.0,,24.0,9.2,1.8,104.5,85.2,69.8,84.2,5.44,83.3,91.9,40.2,2.0,1.0,4.5,5.0,0.0,42.0,42.0,1.33,0.202,0.144,0.233,0.089,0.603,0.302,0.292,0.406,0.233,0.233
Ray Kerr,Available,ATL,South Atlantic League,A+,No,31.0,,3.0,10.7,1.2,74.9,85.7,199.7,97.2,2.5,107.6,91.8,1.0,0.0,0.0,2.45,0.0,0.0,3.7,6.0,1.09,0.286,0.133,0.4,0.267,0.714,0.286,0.571,0.143,0.0,0.0
Joseph King,Available,STL,Florida Complex League,CPX,No,25.0,,2.0,4.2,1.0,83.0,39.9,-155.4,130.4,6.9,100.9,91.8,1.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.286,0.143,-0.143,1.0,0.0,0.667,0.333,1.0,0.0
John Michael Faile,Available,CIN,Midwest League,A+,Yes,26.0,,2.0,2.0,1.2,88.3,16.3,0.0,107.4,7.36,96.5,91.8,3.0,0.0,0.0,3.86,0.0,0.0,2.3,0.0,1.71,0.4,0.0,0.0,0.0,0.8,0.2,0.5,0.3,0.333,0.0
JP Sears,Available,SD,Pacific Coast League,AAA,Yes,30.0,,20.0,16.1,3.9,90.7,162.6,120.3,91.2,5.03,94.4,91.8,72.1,4.0,4.0,8.23,17.0,0.0,77.7,79.0,1.8,0.388,0.095,0.214,0.119,0.645,0.31,0.391,0.298,0.203,0.149
Cooper Criswell,Available,SEA,Pacific Coast League,AAA,Yes,29.0,,3.0,8.8,0.9,93.9,88.4,184.1,80.9,4.12,91.8,91.8,1.7,2.0,0.0,10.12,0.0,0.0,2.7,3.0,1.12,0.167,0.091,0.273,0.182,0.572,0.286,0.429,0.286,0.0,0.5
Mitch White,Available,SFG,Eastern League,AA,Yes,26.0,,39.0,7.0,1.2,95.2,56.0,3.6,100.4,7.1,90.7,91.8,54.2,5.0,4.0,6.07,0.0,5.0,46.0,39.0,1.67,0.252,0.174,0.179,0.005,0.733,0.214,0.359,0.427,0.25,0.125
Jensey Duran,Not in Fantrax,TBR,Dominican Summer League,R,Yes,19.0,,18.0,8.3,1.8,97.7,85.7,15.6,96.6,6.14,88.6,91.8,27.7,3.0,1.0,6.82,0.0,0.0,31.7,28.0,1.61,0.291,0.197,0.204,0.007,0.767,0.221,0.429,0.351,0.111,0.037
Diego Godoy,Not in Fantrax,MIA,Florida Complex League,CPX,Yes,21.0,,6.0,4.2,1.4,98.8,39.9,50.0,91.7,6.12,87.7,91.8,7.7,1.0,1.0,11.88,0.0,0.0,8.3,8.0,1.92,0.308,0.14,0.186,0.046,0.703,0.222,0.481,0.296,0.375,0.25
Harrison Ruiz,Available,CLE,Carolina League,A,Yes,22.0,,9.0,6.8,1.1,99.2,52.3,194.2,74.8,3.08,87.5,91.8,6.0,0.0,2.0,5.59,0.0,2.0,9.7,13.0,1.66,0.444,0.067,0.289,0.222,0.555,0.407,0.37,0.222,0.167,0.167
Aiden May,Available,COL,Northwest League,A+,Yes,23.0,,5.0,16.1,4.5,100.7,125.7,49.1,90.0,4.71,86.2,91.8,13.0,1.0,2.0,4.43,5.0,0.0,22.3,13.0,1.39,0.307,0.072,0.134,0.062,0.667,0.32,0.507,0.173,0.154,0.077
David Sanchez,Not in Fantrax,ARI,California League,A,Yes,19.0,,2.0,4.5,2.2,115.2,36.7,-29.4,85.2,6.87,74.2,91.8,1.1,0.0,1.0,14.54,2.0,0.0,4.3,6.0,3.69,0.6,0.25,0.214,-0.036,0.642,0.357,0.571,0.071,0.0,0.0
Enoli Paredes,Available,BAL,International League,AAA,Yes,30.0,,35.0,4.9,1.2,90.5,45.3,32.9,101.3,5.98,94.4,91.7,40.9,2.0,9.0,6.1,1.0,0.0,41.3,38.0,1.67,0.3,0.16,0.202,0.042,0.726,0.221,0.407,0.372,0.238,0.143
Julien Hernandez,Available,ARI,California League,A,Yes,24.0,,17.0,7.8,1.3,91.2,63.7,139.0,88.5,5.16,93.9,91.7,20.9,1.0,2.0,8.74,0.0,1.0,22.7,35.0,1.99,0.456,0.143,0.313,0.17,0.667,0.283,0.35,0.367,0.227,0.136
Will Mabrey,Available,ARI,Northwest League,A+,No,25.0,,3.0,5.8,1.4,92.7,45.0,112.5,90.1,4.98,92.6,91.7,4.0,0.0,0.0,6.23,0.0,0.0,4.3,4.0,1.62,0.4,0.048,0.19,0.142,0.667,0.333,0.4,0.267,0.75,0.0
Jarod Bayless,Available,PIT,International League,AAA,Yes,29.0,,6.0,3.6,2.1,93.7,33.5,38.4,97.7,5.43,91.8,91.7,14.7,0.0,2.0,8.53,1.0,0.0,12.7,6.0,1.97,0.388,0.049,0.098,0.049,0.7,0.24,0.46,0.3,0.2,0.2
Joan Ogando,Available,HOU,South Atlantic League,A+,Yes,22.0,,25.0,6.0,1.5,105.5,47.9,26.9,87.9,7.75,82.1,91.7,31.6,2.0,7.0,14.35,0.0,0.0,37.0,60.0,2.59,0.43,0.233,0.269,0.036,0.645,0.278,0.356,0.367,0.182,0.212
Steven Duran,Available,MIL,Dominican Summer League,R,Yes,17.0,,11.0,11.9,3.9,109.2,123.5,-91.4,97.9,7.37,79.0,91.7,40.9,2.0,4.0,9.07,9.0,0.0,42.7,34.0,2.06,0.326,0.196,0.155,-0.041,0.777,0.198,0.484,0.317,0.15,0.075
Yoandys Veraza,Available,BOS,Florida Complex League,CPX,Yes,19.0,,8.0,5.9,1.4,109.2,55.7,-199.9,110.3,10.57,78.9,91.7,12.7,2.0,0.0,7.36,1.0,0.0,11.0,10.0,2.73,0.267,0.338,0.154,-0.184,0.846,0.154,0.423,0.423,0.364,0.0
Tanner Rainey,Available,DET,International League,AAA,Yes,33.0,,41.0,8.5,1.1,82.3,78.3,145.8,96.0,3.73,101.1,91.6,29.6,5.0,4.0,3.27,1.0,3.0,44.0,62.0,1.34,0.316,0.144,0.33,0.186,0.688,0.302,0.396,0.302,0.241,0.034
Hurston Waldrep,Available,ATL,Florida Complex League,CPX,No,24.0,,2.0,10.1,2.0,86.5,95.1,-60.8,115.9,6.65,97.7,91.6,2.0,0.0,0.0,2.25,2.0,0.0,4.0,4.0,1.75,0.222,0.278,0.222,-0.056,0.889,0.111,0.667,0.222,0.0,0.0
Austin Testerman,Available,CLE,Arizona Complex League,CPX,No,24.0,,5.0,15.3,1.0,86.5,143.8,301.6,74.1,3.2,97.6,91.6,3.0,1.0,0.0,1.8,0.0,2.0,5.0,11.0,1.2,0.286,0.136,0.5,0.364,0.572,0.286,0.286,0.429,0.333,0.333
Jack Dashwood,Available,HOU,Texas League,AA,Yes,28.0,,11.0,4.9,1.1,87.6,41.6,113.2,94.8,5.8,96.8,91.6,17.1,1.0,1.0,11.57,0.0,0.0,11.7,13.0,2.14,0.41,0.065,0.21,0.145,0.683,0.195,0.366,0.439,0.222,0.278
Aric McAtee,Available,CHW,South Atlantic League,A+,No,26.0,,30.0,9.2,1.1,89.3,74.2,133.1,90.8,3.6,95.3,91.6,17.4,5.0,6.0,4.36,0.0,5.0,33.0,42.0,1.39,0.313,0.11,0.288,0.178,0.667,0.284,0.506,0.21,0.059,0.235
Austin Warren,Available,NYM,International League,AAA,Yes,30.0,,12.0,11.7,1.2,90.5,108.3,192.9,82.8,2.84,94.4,91.6,8.2,3.0,1.0,3.14,0.0,2.0,14.3,18.0,0.98,0.242,0.07,0.316,0.246,0.594,0.344,0.406,0.25,0.25,0.25
Griffin Kirn,Available,ATH,California League,A,No,24.0,,13.0,10.0,1.5,91.2,81.6,116.9,90.8,4.46,93.7,91.6,11.0,1.0,1.0,1.8,0.0,2.0,20.0,19.0,1.4,0.351,0.083,0.226,0.143,0.684,0.298,0.509,0.193,0.273,0.091
Noah Millikan,Available,WSH,Carolina League,A,Yes,23.0,,7.0,18.4,3.6,94.9,140.8,91.0,90.4,4.82,90.8,91.6,25.3,3.0,2.0,7.11,3.0,0.0,25.3,26.0,1.78,0.394,0.122,0.226,0.104,0.671,0.288,0.356,0.356,0.192,0.115
Kyle Roche,Available,LAA,Northwest League,A+,No,24.0,,45.0,7.9,1.4,96.5,62.2,69.7,91.3,5.2,89.4,91.6,58.1,3.0,1.0,5.03,0.0,3.0,62.7,57.0,1.63,0.335,0.111,0.199,0.088,0.676,0.293,0.403,0.304,0.276,0.103
Chris Murphy,Available,CHW,International League,AAA,Yes,28.0,,18.0,9.7,1.1,97.0,89.6,98.0,87.6,4.84,89.0,91.6,16.0,2.0,2.0,2.66,2.0,3.0,20.3,22.0,1.33,0.294,0.125,0.25,0.125,0.627,0.353,0.333,0.314,0.25,0.063
Kelvin Marte,Not in Fantrax,SDP,Dominican Summer League,R,Yes,19.0,,10.0,4.5,1.5,97.7,46.7,26.7,95.1,6.93,88.4,91.6,17.4,1.0,3.0,7.2,0.0,0.0,15.0,11.0,2.0,0.34,0.127,0.139,0.012,0.755,0.184,0.469,0.347,0.176,0.176
Christian Sáez,Available,STL,Dominican Summer League,R,Yes,19.0,,2.0,5.6,1.2,97.7,58.3,-158.2,116.3,8.9,88.3,91.6,9.0,0.0,0.0,11.57,0.0,1.0,2.3,0.0,3.0,0.462,0.071,0.0,-0.071,0.923,0.077,0.231,0.692,0.222,0.0
Jason Woodward,Available,MIL,Midwest League,A+,Yes,23.0,,21.0,8.2,2.0,99.9,66.6,65.9,88.4,6.26,86.5,91.6,47.2,1.0,3.0,6.7,8.0,0.0,41.7,41.0,1.8,0.345,0.13,0.205,0.075,0.658,0.278,0.325,0.397,0.14,0.16
Tyler Hampu,Available,COL,Northwest League,A+,Yes,23.0,,30.0,5.2,1.5,100.7,40.7,6.3,94.5,7.08,85.8,91.6,50.3,1.0,4.0,9.07,0.0,0.0,43.7,50.0,2.36,0.39,0.209,0.217,0.008,0.7,0.244,0.346,0.409,0.288,0.135
Leonardo Leon,Not in Fantrax,DET,Florida Complex League,CPX,Yes,20.0,,23.0,5.4,0.9,103.8,50.6,56.5,86.0,6.05,83.4,91.6,14.0,1.0,1.0,6.86,0.0,2.0,21.0,27.0,1.9,0.341,0.224,0.276,0.052,0.659,0.277,0.404,0.319,0.333,0.2
Jose Cabrera,Available,LAD,California League,A,Yes,21.0,,13.0,3.9,0.9,104.2,31.5,-54.0,98.2,9.86,83.0,91.6,8.3,2.0,0.0,24.62,0.0,1.0,11.3,20.0,3.44,0.48,0.329,0.263,-0.066,0.74,0.185,0.481,0.333,0.111,0.222
Dylan Driessen,Available,STL,Midwest League,A+,Yes,21.0,,15.0,5.8,1.2,109.4,46.8,17.6,85.0,6.06,78.7,91.6,14.5,2.0,3.0,11.0,0.0,0.0,18.0,20.0,2.61,0.448,0.182,0.202,0.02,0.633,0.317,0.433,0.25,0.267,0.2
Austin Voth,Available,TOR,International League,AAA,Yes,34.0,,11.0,18.5,4.0,79.9,171.6,101.1,103.3,5.13,103.0,91.5,55.3,1.0,3.0,3.65,11.0,0.0,44.3,40.0,1.35,0.29,0.077,0.206,0.129,0.74,0.207,0.37,0.422,0.193,0.123
Steven Zobac,Available,KC,Arizona Complex League,CPX,No,25.0,,6.0,10.5,1.9,83.1,98.3,207.1,88.1,4.54,100.3,91.5,8.3,0.0,1.0,3.18,6.0,0.0,11.3,14.0,1.15,0.385,0.068,0.318,0.25,0.68,0.32,0.36,0.32,0.125,0.0
Angel Castillo,Available,TB,Florida Complex League,CPX,Yes,24.0,,4.0,10.1,0.9,86.5,95.1,0.0,108.7,7.05,97.6,91.5,4.7,2.0,0.0,0.0,0.0,0.0,3.7,5.0,1.64,0.143,0.294,0.294,0.0,0.834,0.167,0.167,0.667,0.75,0.0
Irvin Machuca,Available,CIN,Southern League,AA,Yes,26.0,,14.0,7.2,1.4,94.9,55.5,41.2,95.9,6.6,90.6,91.5,23.1,0.0,0.0,8.38,0.0,1.0,19.3,21.0,1.81,0.25,0.172,0.226,0.054,0.704,0.167,0.352,0.481,0.115,0.269
Andrew Wertz,Available,ARI,California League,A,Yes,23.0,,5.0,8.4,1.0,95.2,68.6,213.4,75.8,4.45,90.3,91.5,5.0,0.0,0.0,9.0,0.0,1.0,5.0,7.0,1.6,0.5,0.043,0.304,0.261,0.571,0.429,0.214,0.357,0.0,0.0
Handrychson Colina,Not in Fantrax,CLE,Dominican Summer League,R,Yes,19.0,,18.0,6.0,1.7,97.7,62.7,-57.9,104.6,6.91,88.2,91.5,40.9,2.0,3.0,7.55,0.0,0.0,31.0,22.0,1.9,0.302,0.172,0.146,-0.026,0.83,0.128,0.447,0.426,0.2,0.1
Xavier Cardenas III,Available,MIA,Midwest League,A+,Yes,23.0,,2.0,-1.6,1.2,99.9,-13.2,0.0,95.9,8.97,86.4,91.5,3.4,0.0,1.0,11.57,0.0,0.0,2.3,2.0,2.14,0.333,0.167,0.167,0.0,0.714,0.143,0.286,0.571,0.25,0.25
Daniel Harper,Available,PHI,International League,AAA,Yes,27.0,,11.0,5.2,1.0,100.6,48.2,-29.0,98.6,6.79,85.9,91.5,10.7,1.0,0.0,6.75,0.0,1.0,10.7,9.0,2.16,0.333,0.204,0.167,-0.037,0.707,0.265,0.412,0.324,0.273,0.091
